EID	Peak_group	Elements	Proportion of elements
E048	Typical peaks	non-coding	0.84473063345928
E048	Typical peaks	promoter-TSS	8.50392918595782
E048	Typical peaks	TTS	0.901495396732478
E038	Peaks in long LOCKs	3' UTR	1.36227006776092
E038	Peaks in long LOCKs	5' UTR	0.399834690212865
E038	Peaks in long LOCKs	exon	1.57877428183376
E038	Peaks in long LOCKs	Intergenic	48.9219501498642
E038	Peaks in long LOCKs	intron	37.9627908813433
E038	Peaks in long LOCKs	non-coding	1.04878842990281
E038	Peaks in long LOCKs	promoter-TSS	6.46000958387252
E038	Peaks in long LOCKs	TTS	2.26558191520958
E038	Peaks in short LOCKs	3' UTR	1.91158523610995
E038	Peaks in short LOCKs	5' UTR	0.371609424355449
E038	Peaks in short LOCKs	exon	2.45369296303262
E038	Peaks in short LOCKs	Intergenic	42.9415487340981
E038	Peaks in short LOCKs	intron	41.6754409687379
E038	Peaks in short LOCKs	non-coding	0.901499479032964
E038	Peaks in short LOCKs	promoter-TSS	7.35146948396122
E038	Peaks in short LOCKs	TTS	2.39315371067179
E038	Typical peaks	3' UTR	0.591888337140737
E038	Typical peaks	5' UTR	0.417248095592928
E038	Typical peaks	exon	1.22426327962882
E038	Typical peaks	Intergenic	51.9843558687985
E038	Typical peaks	intron	38.5013364142942
E038	Typical peaks	non-coding	0.587968841793579
E038	Typical peaks	promoter-TSS	5.75239389859286
E038	Typical peaks	TTS	0.940545264158398
E047	Peaks in long LOCKs	3' UTR	1.05164789822509
E047	Peaks in long LOCKs	5' UTR	0.410446415904761
E047	Peaks in long LOCKs	exon	1.8291215137161
E047	Peaks in long LOCKs	Intergenic	51.9324079168515
E047	Peaks in long LOCKs	intron	37.3663825142892
E047	Peaks in long LOCKs	non-coding	0.8835987336154
E047	Peaks in long LOCKs	promoter-TSS	4.77312727347572
E047	Peaks in long LOCKs	TTS	1.7532677339222
E047	Peaks in short LOCKs	3' UTR	1.30378917547624
E047	Peaks in short LOCKs	5' UTR	0.906359532248832
E047	Peaks in short LOCKs	exon	2.93079982216357
E047	Peaks in short LOCKs	Intergenic	42.6080389209878
E047	Peaks in short LOCKs	intron	38.1934751325079
E047	Peaks in short LOCKs	non-coding	1.58144711105095
E047	Peaks in short LOCKs	promoter-TSS	10.2626753103443
E047	Peaks in short LOCKs	TTS	2.21341499522041
E047	Typical peaks	3' UTR	0.458181520385427
E047	Typical peaks	5' UTR	0.127244745649574
E047	Typical peaks	exon	1.06678533571908
E047	Typical peaks	Intergenic	61.369167369719
E047	Typical peaks	intron	33.8131086038153
E047	Typical peaks	non-coding	0.596396972703028
E047	Typical peaks	promoter-TSS	1.87606809873018
E047	Typical peaks	TTS	0.693047353278387
E029	Peaks in long LOCKs	3' UTR	1.53697488328515
E029	Peaks in long LOCKs	5' UTR	0.463378881486049
E029	Peaks in long LOCKs	exon	2.27740763578027
E029	Peaks in long LOCKs	Intergenic	45.7517926806644
E029	Peaks in long LOCKs	intron	40.1149460235538
E029	Peaks in long LOCKs	non-coding	1.10675154351882
E029	Peaks in long LOCKs	promoter-TSS	6.12305425205068
E029	Peaks in long LOCKs	TTS	2.62569409966073
E029	Peaks in short LOCKs	3' UTR	1.39287011244555
E029	Peaks in short LOCKs	5' UTR	0.809179610626551
E029	Peaks in short LOCKs	exon	2.13910761154856
E029	Peaks in short LOCKs	Intergenic	41.9044745545995
E029	Peaks in short LOCKs	intron	41.6619044201911
E029	Peaks in short LOCKs	non-coding	1.32217575951308
E029	Peaks in short LOCKs	promoter-TSS	8.36103699547913
E029	Peaks in short LOCKs	TTS	2.4092509355966
E029	Typical peaks	3' UTR	0.959291515720021
E029	Typical peaks	5' UTR	1.80764972109333
E029	Typical peaks	exon	2.3928290553196
E029	Typical peaks	Intergenic	36.0776185434456
E029	Typical peaks	intron	40.3606850878816
E029	Typical peaks	non-coding	1.10003968375925
E029	Typical peaks	promoter-TSS	15.9055837534861
E029	Typical peaks	TTS	1.39630263929446
E031	Peaks in long LOCKs	3' UTR	2.11123247196888
E031	Peaks in long LOCKs	5' UTR	0.383659545515121
E031	Peaks in long LOCKs	exon	1.62618340787985
E031	Peaks in long LOCKs	Intergenic	43.7021639362706
E031	Peaks in long LOCKs	intron	38.4422310783653
E031	Peaks in long LOCKs	non-coding	2.08102991392606
E031	Peaks in long LOCKs	promoter-TSS	7.78629982501267
E031	Peaks in long LOCKs	TTS	3.86719982106156
E031	Peaks in short LOCKs	3' UTR	1.98757373510891
E031	Peaks in short LOCKs	5' UTR	0.610311913917207
E031	Peaks in short LOCKs	exon	1.77461940634724
E031	Peaks in short LOCKs	Intergenic	38.7485200590929
E031	Peaks in short LOCKs	intron	42.1542177006171
E031	Peaks in short LOCKs	non-coding	1.1774043146171
E031	Peaks in short LOCKs	promoter-TSS	9.46664501325398
E031	Peaks in short LOCKs	TTS	4.08070785704557
E031	Typical peaks	3' UTR	1.59724875811998
E031	Typical peaks	5' UTR	0.570424149789836
E031	Typical peaks	exon	1.01062285059228
E031	Typical peaks	Intergenic	39.7844860527321
E031	Typical peaks	intron	42.8184944593045
E031	Typical peaks	non-coding	0.957432174245319
E031	Typical peaks	promoter-TSS	11.4937714940772
E031	Typical peaks	TTS	1.76752006113871
E035	Peaks in long LOCKs	3' UTR	1.68136671029019
E035	Peaks in long LOCKs	5' UTR	0.212494062871781
E035	Peaks in long LOCKs	exon	1.49723552376175
E035	Peaks in long LOCKs	Intergenic	48.9484676521454
E035	Peaks in long LOCKs	intron	38.466652269386
E035	Peaks in long LOCKs	non-coding	1.34275060164649
E035	Peaks in long LOCKs	promoter-TSS	5.04739027119507
E035	Peaks in long LOCKs	TTS	2.80364290870339
E035	Peaks in short LOCKs	3' UTR	1.6078483632918
E035	Peaks in short LOCKs	5' UTR	0.482545786883633
E035	Peaks in short LOCKs	exon	2.02491825497386
E035	Peaks in short LOCKs	Intergenic	39.5440985934559
E035	Peaks in short LOCKs	intron	42.6273721612048
E035	Peaks in short LOCKs	non-coding	1.46630272018188
E035	Peaks in short LOCKs	promoter-TSS	9.46613288222578
E035	Peaks in short LOCKs	TTS	2.78078123778239
E035	Typical peaks	3' UTR	1.10859117028402
E035	Typical peaks	5' UTR	0.523468744246897
E035	Typical peaks	exon	1.00549556007317
E035	Typical peaks	Intergenic	48.5325718672762
E035	Typical peaks	intron	40.1232290234511
E035	Typical peaks	non-coding	0.704747803538624
E035	Typical peaks	promoter-TSS	6.84841576673443
E035	Typical peaks	TTS	1.15348006439559
E051	Peaks in long LOCKs	3' UTR	1.03114300219002
E051	Peaks in long LOCKs	5' UTR	0.381255317422392
E051	Peaks in long LOCKs	exon	2.05217108149945
E051	Peaks in long LOCKs	Intergenic	50.4490724956282
E051	Peaks in long LOCKs	intron	39.9228416879208
E051	Peaks in long LOCKs	non-coding	0.982995554378161
E051	Peaks in long LOCKs	promoter-TSS	3.48644847545414
E051	Peaks in long LOCKs	TTS	1.6940723855068
E051	Peaks in short LOCKs	3' UTR	1.33483372131568
E051	Peaks in short LOCKs	5' UTR	1.2541533147858
E051	Peaks in short LOCKs	exon	3.42604846402886
E051	Peaks in short LOCKs	Intergenic	40.9809211525841
E051	Peaks in short LOCKs	intron	40.3955638507045
E051	Peaks in short LOCKs	non-coding	1.13658942633146
E051	Peaks in short LOCKs	promoter-TSS	9.47473616309147
E051	Peaks in short LOCKs	TTS	1.99715390715821
E051	Typical peaks	3' UTR	0.873685230673145
E051	Typical peaks	5' UTR	0.447694584663906
E051	Typical peaks	exon	2.80054989692424
E051	Typical peaks	Intergenic	54.466859617154
E051	Typical peaks	intron	35.5343966747747
E051	Typical peaks	non-coding	0.786103736212196
E051	Typical peaks	promoter-TSS	4.1521046479212
E051	Typical peaks	TTS	0.938605611676575
E050	Peaks in long LOCKs	3' UTR	1.04081267572568
E050	Peaks in long LOCKs	5' UTR	0.378369031123595
E050	Peaks in long LOCKs	exon	1.78341281016912
E050	Peaks in long LOCKs	Intergenic	50.7205389007358
E050	Peaks in long LOCKs	intron	39.8251675875249
E050	Peaks in long LOCKs	non-coding	0.944777557315227
E050	Peaks in long LOCKs	promoter-TSS	3.58235711980989
E050	Peaks in long LOCKs	TTS	1.72456431759576
E050	Peaks in short LOCKs	3' UTR	1.46447861314286
E050	Peaks in short LOCKs	5' UTR	1.21395998669723
E050	Peaks in short LOCKs	exon	3.34866690416525
E050	Peaks in short LOCKs	Intergenic	38.9945124629984
E050	Peaks in short LOCKs	intron	42.2627785606519
E050	Peaks in short LOCKs	non-coding	1.09855062140556
E050	Peaks in short LOCKs	promoter-TSS	9.72731365329911
E050	Peaks in short LOCKs	TTS	1.88973919763974
E050	Typical peaks	3' UTR	0.641326069795393
E050	Typical peaks	5' UTR	0.73052606126121
E050	Typical peaks	exon	3.04748561634581
E050	Typical peaks	Intergenic	52.0847231013221
E050	Typical peaks	intron	36.5922829650596
E050	Typical peaks	non-coding	0.834803109287325
E050	Typical peaks	promoter-TSS	4.73711160577764
E050	Typical peaks	TTS	1.33174147115091
E036	Peaks in long LOCKs	3' UTR	1.21475948052346
E036	Peaks in long LOCKs	5' UTR	0.294012454154162
E036	Peaks in long LOCKs	exon	2.09010845483197
E036	Peaks in long LOCKs	Intergenic	48.5883638129867
E036	Peaks in long LOCKs	intron	41.0085172523169
E036	Peaks in long LOCKs	non-coding	0.981969982632518
E036	Peaks in long LOCKs	promoter-TSS	4.06063998963369
E036	Peaks in long LOCKs	TTS	1.76162857292065
E036	Peaks in short LOCKs	3' UTR	1.14808844938227
E036	Peaks in short LOCKs	5' UTR	1.0203717482466
E036	Peaks in short LOCKs	exon	3.67416137454503
E036	Peaks in short LOCKs	Intergenic	42.4910621669592
E036	Peaks in short LOCKs	intron	38.7569192719711
E036	Peaks in short LOCKs	non-coding	1.22994920855507
E036	Peaks in short LOCKs	promoter-TSS	9.6952165383585
E036	Peaks in short LOCKs	TTS	1.98423124198229
E036	Typical peaks	3' UTR	0.487464333440531
E036	Typical peaks	5' UTR	0.137973690987619
E036	Typical peaks	exon	1.38881770880713
E036	Typical peaks	Intergenic	60.5174549931902
E036	Typical peaks	intron	34.3264449521008
E036	Typical peaks	non-coding	0.526045717258194
E036	Typical peaks	promoter-TSS	1.80613407167009
E036	Typical peaks	TTS	0.809664532545455
E032	Peaks in long LOCKs	3' UTR	1.18603648332551
E032	Peaks in long LOCKs	5' UTR	0.438885040690966
E032	Peaks in long LOCKs	exon	1.79995831478624
E032	Peaks in long LOCKs	Intergenic	49.9261700115271
E032	Peaks in long LOCKs	intron	37.3567296639805
E032	Peaks in long LOCKs	non-coding	1.12100610434512
E032	Peaks in long LOCKs	promoter-TSS	6.1363747036343
E032	Peaks in long LOCKs	TTS	2.03483967771024
E032	Peaks in short LOCKs	3' UTR	1.29314228597749
E032	Peaks in short LOCKs	5' UTR	1.02871276169649
E032	Peaks in short LOCKs	exon	2.6035911587705
E032	Peaks in short LOCKs	Intergenic	43.4017692624517
E032	Peaks in short LOCKs	intron	36.72163678305
E032	Peaks in short LOCKs	non-coding	1.4469902816374
E032	Peaks in short LOCKs	promoter-TSS	11.4691002864198
E032	Peaks in short LOCKs	TTS	2.03505717999669
E032	Typical peaks	3' UTR	0.542639924959383
E032	Typical peaks	5' UTR	0.206575253352433
E032	Typical peaks	exon	0.834884358926762
E032	Typical peaks	Intergenic	60.0024312634192
E032	Typical peaks	intron	34.7510911937339
E032	Typical peaks	non-coding	0.379761703330009
E032	Typical peaks	promoter-TSS	2.54720018661589
E032	Typical peaks	TTS	0.735416115662429
E046	Peaks in long LOCKs	3' UTR	1.33536781177282
E046	Peaks in long LOCKs	5' UTR	0.458616873019099
E046	Peaks in long LOCKs	exon	1.99403328743844
E046	Peaks in long LOCKs	Intergenic	48.8779405705132
E046	Peaks in long LOCKs	intron	36.9657085016737
E046	Peaks in long LOCKs	non-coding	1.15838475584393
E046	Peaks in long LOCKs	promoter-TSS	6.98127483598489
E046	Peaks in long LOCKs	TTS	2.22867336375398
E046	Peaks in short LOCKs	3' UTR	1.43806742446183
E046	Peaks in short LOCKs	5' UTR	1.33746678874856
E046	Peaks in short LOCKs	exon	2.31023940882623
E046	Peaks in short LOCKs	Intergenic	37.1601974056998
E046	Peaks in short LOCKs	intron	40.5036282786273
E046	Peaks in short LOCKs	non-coding	1.39431042019316
E046	Peaks in short LOCKs	promoter-TSS	14.0474149639061
E046	Peaks in short LOCKs	TTS	1.80867530953696
E046	Typical peaks	3' UTR	0.637267925458556
E046	Typical peaks	5' UTR	0.306955464786092
E046	Typical peaks	exon	1.12688442015869
E046	Typical peaks	Intergenic	58.9051006810817
E046	Typical peaks	intron	33.9914723659808
E046	Typical peaks	non-coding	0.57833164759006
E046	Typical peaks	promoter-TSS	3.76829652923327
E046	Typical peaks	TTS	0.685690965710791
E030	Peaks in long LOCKs	3' UTR	1.25901751495393
E030	Peaks in long LOCKs	5' UTR	0.399126578463692
E030	Peaks in long LOCKs	exon	2.25893357883333
E030	Peaks in long LOCKs	Intergenic	48.8131104576268
E030	Peaks in long LOCKs	intron	39.0204861225412
E030	Peaks in long LOCKs	non-coding	1.06422740930982
E030	Peaks in long LOCKs	promoter-TSS	5.17797919477444
E030	Peaks in long LOCKs	TTS	2.00711914349688
E030	Peaks in short LOCKs	3' UTR	1.04326207935841
E030	Peaks in short LOCKs	5' UTR	1.0986166631307
E030	Peaks in short LOCKs	exon	3.05234887573527
E030	Peaks in short LOCKs	Intergenic	40.6550926939551
E030	Peaks in short LOCKs	intron	39.284540591194
E030	Peaks in short LOCKs	non-coding	1.6469794873918
E030	Peaks in short LOCKs	promoter-TSS	11.486079273971
E030	Peaks in short LOCKs	TTS	1.7330803352637
E030	Typical peaks	3' UTR	0.605736668122652
E030	Typical peaks	5' UTR	0.422181093874045
E030	Typical peaks	exon	1.56007509151185
E030	Typical peaks	Intergenic	55.7109169906902
E030	Typical peaks	intron	35.8882569437637
E030	Typical peaks	non-coding	0.846866110970277
E030	Typical peaks	promoter-TSS	4.02202077732578
E030	Typical peaks	TTS	0.943946323741562
E026	Peaks in long LOCKs	3' UTR	1.0311922355772
E026	Peaks in long LOCKs	5' UTR	0.184374631589982
E026	Peaks in long LOCKs	exon	1.60882329029585
E026	Peaks in long LOCKs	Intergenic	54.4447162874963
E026	Peaks in long LOCKs	intron	37.6295419390495
E026	Peaks in long LOCKs	non-coding	0.771524116432792
E026	Peaks in long LOCKs	promoter-TSS	2.79147926997063
E026	Peaks in long LOCKs	TTS	1.53834822958775
E026	Peaks in short LOCKs	3' UTR	1.24865518818794
E026	Peaks in short LOCKs	5' UTR	0.671707508629176
E026	Peaks in short LOCKs	exon	2.69268704907734
E026	Peaks in short LOCKs	Intergenic	53.1409073896477
E026	Peaks in short LOCKs	intron	33.8717183655342
E026	Peaks in short LOCKs	non-coding	0.915694227650251
E026	Peaks in short LOCKs	promoter-TSS	5.6702329377547
E026	Peaks in short LOCKs	TTS	1.78839733351873
E026	Typical peaks	3' UTR	0.395648482645979
E026	Typical peaks	5' UTR	0.179982075707039
E026	Typical peaks	exon	1.19164723841671
E026	Typical peaks	Intergenic	64.0710319403509
E026	Typical peaks	intron	31.045244980736
E026	Typical peaks	non-coding	0.590413480382344
E026	Typical peaks	promoter-TSS	1.91566137663908
E026	Typical peaks	TTS	0.610370425121933
E049	Peaks in long LOCKs	3' UTR	0.920357894294181
E049	Peaks in long LOCKs	5' UTR	0.208556936907921
E049	Peaks in long LOCKs	exon	1.55479493992243
E049	Peaks in long LOCKs	Intergenic	55.4739916455158
E049	Peaks in long LOCKs	intron	37.4693174350769
E049	Peaks in long LOCKs	non-coding	0.769714811976994
E049	Peaks in long LOCKs	promoter-TSS	2.20611507318652
E049	Peaks in long LOCKs	TTS	1.39715126311921
E049	Peaks in short LOCKs	3' UTR	1.23303585540588
E049	Peaks in short LOCKs	5' UTR	0.431702808935237
E049	Peaks in short LOCKs	exon	2.46961836181549
E049	Peaks in short LOCKs	Intergenic	53.3708631621718
E049	Peaks in short LOCKs	intron	35.2992489873817
E049	Peaks in short LOCKs	non-coding	0.91747041975665
E049	Peaks in short LOCKs	promoter-TSS	4.62225015604647
E049	Peaks in short LOCKs	TTS	1.65581024848677
E049	Typical peaks	3' UTR	0.632418200282789
E049	Typical peaks	5' UTR	0.276404174920343
E049	Typical peaks	exon	1.39359801281828
E049	Typical peaks	Intergenic	65.1818419397155
E049	Typical peaks	intron	29.0740247325128
E049	Typical peaks	non-coding	0.5252956213731
E049	Typical peaks	promoter-TSS	2.25994250588859
E049	Typical peaks	TTS	0.656474812488668
E025	Peaks in long LOCKs	3' UTR	1.11385135411577
E025	Peaks in long LOCKs	5' UTR	0.19068454560651
E025	Peaks in long LOCKs	exon	1.64122304185825
E025	Peaks in long LOCKs	Intergenic	53.934893273488
E025	Peaks in long LOCKs	intron	38.1827967649311
E025	Peaks in long LOCKs	non-coding	0.846782774421173
E025	Peaks in long LOCKs	promoter-TSS	2.45718323144955
E025	Peaks in long LOCKs	TTS	1.63258501412962
E025	Peaks in short LOCKs	3' UTR	1.3361334091469
E025	Peaks in short LOCKs	5' UTR	0.414666425523264
E025	Peaks in short LOCKs	exon	2.96316474686899
E025	Peaks in short LOCKs	Intergenic	50.5623951822779
E025	Peaks in short LOCKs	intron	36.3187769182681
E025	Peaks in short LOCKs	non-coding	1.12273944889159
E025	Peaks in short LOCKs	promoter-TSS	5.29072963680842
E025	Peaks in short LOCKs	TTS	1.99139423221481
E025	Typical peaks	3' UTR	0.528277581096728
E025	Typical peaks	5' UTR	0.169268807661242
E025	Typical peaks	exon	1.54325895555761
E025	Typical peaks	Intergenic	62.0347045258711
E025	Typical peaks	intron	31.7645552747102
E025	Typical peaks	non-coding	0.740704595907031
E025	Typical peaks	promoter-TSS	2.34822438823327
E025	Typical peaks	TTS	0.871005870962816
E023	Peaks in long LOCKs	3' UTR	0.971463334910211
E023	Peaks in long LOCKs	5' UTR	0.131237763799514
E023	Peaks in long LOCKs	exon	1.46472412567433
E023	Peaks in long LOCKs	Intergenic	54.8814474015122
E023	Peaks in long LOCKs	intron	38.0056050585976
E023	Peaks in long LOCKs	non-coding	0.810665592360749
E023	Peaks in long LOCKs	promoter-TSS	2.19953938201939
E023	Peaks in long LOCKs	TTS	1.53531734112599
E023	Peaks in short LOCKs	3' UTR	1.30790546275687
E023	Peaks in short LOCKs	5' UTR	0.390973604786816
E023	Peaks in short LOCKs	exon	2.64131926291944
E023	Peaks in short LOCKs	Intergenic	52.8201255031353
E023	Peaks in short LOCKs	intron	35.3200179239201
E023	Peaks in short LOCKs	non-coding	0.933556234382423
E023	Peaks in short LOCKs	promoter-TSS	4.55821231966105
E023	Peaks in short LOCKs	TTS	2.02788968843803
E023	Typical peaks	3' UTR	0.441746868117967
E023	Typical peaks	5' UTR	0.0907628316418515
E023	Typical peaks	exon	1.30505641067882
E023	Typical peaks	Intergenic	64.003009498098
E023	Typical peaks	intron	30.9595152623603
E023	Typical peaks	non-coding	0.61550383817872
E023	Typical peaks	promoter-TSS	1.92536315038641
E023	Typical peaks	TTS	0.659042140537942
E052	Peaks in long LOCKs	3' UTR	1.06369324081022
E052	Peaks in long LOCKs	5' UTR	0.215823010310333
E052	Peaks in long LOCKs	exon	1.87152440143128
E052	Peaks in long LOCKs	Intergenic	53.980549047461
E052	Peaks in long LOCKs	intron	37.3128688714044
E052	Peaks in long LOCKs	non-coding	0.905069939655385
E052	Peaks in long LOCKs	promoter-TSS	3.02792287389705
E052	Peaks in long LOCKs	TTS	1.62254861503034
E052	Peaks in short LOCKs	3' UTR	1.04200821683368
E052	Peaks in short LOCKs	5' UTR	0.586628997091174
E052	Peaks in short LOCKs	exon	2.94276352284203
E052	Peaks in short LOCKs	Intergenic	52.4255799294641
E052	Peaks in short LOCKs	intron	34.3278765279334
E052	Peaks in short LOCKs	non-coding	1.04453826294886
E052	Peaks in short LOCKs	promoter-TSS	5.83696906291599
E052	Peaks in short LOCKs	TTS	1.79363547997083
E052	Typical peaks	3' UTR	0.501276022860579
E052	Typical peaks	5' UTR	0.195684069156845
E052	Typical peaks	exon	1.29298203765003
E052	Typical peaks	Intergenic	62.9019308627614
E052	Typical peaks	intron	31.5945547644178
E052	Typical peaks	non-coding	0.65104941035
E052	Typical peaks	promoter-TSS	1.98500795676227
E052	Typical peaks	TTS	0.87751487604116
E055	Peaks in long LOCKs	3' UTR	1.36203291573172
E055	Peaks in long LOCKs	5' UTR	0.339891457895857
E055	Peaks in long LOCKs	exon	3.32596837477075
E055	Peaks in long LOCKs	Intergenic	49.8120111873942
E055	Peaks in long LOCKs	intron	38.9553674332655
E055	Peaks in long LOCKs	non-coding	0.978693781376211
E055	Peaks in long LOCKs	promoter-TSS	3.32288864389019
E055	Peaks in long LOCKs	TTS	1.90314620567557
E055	Peaks in short LOCKs	3' UTR	1.06839919289218
E055	Peaks in short LOCKs	5' UTR	0.77736137672248
E055	Peaks in short LOCKs	exon	3.90838678794867
E055	Peaks in short LOCKs	Intergenic	54.1452297395215
E055	Peaks in short LOCKs	intron	31.6801722427592
E055	Peaks in short LOCKs	non-coding	1.29288729908428
E055	Peaks in short LOCKs	promoter-TSS	5.47633437043646
E055	Peaks in short LOCKs	TTS	1.65122899063526
E055	Typical peaks	3' UTR	0.385875140956164
E055	Typical peaks	5' UTR	0.999686057736036
E055	Typical peaks	exon	3.3204626785241
E055	Typical peaks	Intergenic	57.7965654129514
E055	Typical peaks	intron	30.0305042343085
E055	Typical peaks	non-coding	0.944623909881944
E055	Typical peaks	promoter-TSS	5.91673586110647
E055	Typical peaks	TTS	0.605546704535341
E056	Peaks in long LOCKs	3' UTR	1.43017808355537
E056	Peaks in long LOCKs	5' UTR	0.351542334664663
E056	Peaks in long LOCKs	exon	3.55541509327369
E056	Peaks in long LOCKs	Intergenic	47.7673166279386
E056	Peaks in long LOCKs	intron	40.3880278870605
E056	Peaks in long LOCKs	non-coding	1.10158461303607
E056	Peaks in long LOCKs	promoter-TSS	3.51901172240069
E056	Peaks in long LOCKs	TTS	1.88692363807036
E056	Peaks in short LOCKs	3' UTR	1.48688514151183
E056	Peaks in short LOCKs	5' UTR	0.651445714571445
E056	Peaks in short LOCKs	exon	5.1694408716115
E056	Peaks in short LOCKs	Intergenic	48.173265165405
E056	Peaks in short LOCKs	intron	34.769365433357
E056	Peaks in short LOCKs	non-coding	1.42309439181861
E056	Peaks in short LOCKs	promoter-TSS	6.50941524472276
E056	Peaks in short LOCKs	TTS	1.81708803700185
E056	Typical peaks	3' UTR	0.543894044820664
E056	Typical peaks	5' UTR	1.0028823933566
E056	Typical peaks	exon	2.97922818252701
E056	Typical peaks	Intergenic	57.7352143543913
E056	Typical peaks	intron	30.9950351612257
E056	Typical peaks	non-coding	0.937137571457575
E056	Typical peaks	promoter-TSS	4.9673731341704
E056	Typical peaks	TTS	0.839235158050756
E059	Peaks in long LOCKs	3' UTR	1.28337776742042
E059	Peaks in long LOCKs	5' UTR	0.386898792881128
E059	Peaks in long LOCKs	exon	4.25480916715346
E059	Peaks in long LOCKs	Intergenic	44.9675779822095
E059	Peaks in long LOCKs	intron	41.0786114704392
E059	Peaks in long LOCKs	non-coding	1.35933247300829
E059	Peaks in long LOCKs	promoter-TSS	4.62626644881848
E059	Peaks in long LOCKs	TTS	2.04312589806953
E059	Peaks in short LOCKs	3' UTR	1.35860086201846
E059	Peaks in short LOCKs	5' UTR	1.91063380053322
E059	Peaks in short LOCKs	exon	8.54257176902979
E059	Peaks in short LOCKs	Intergenic	31.6266392620976
E059	Peaks in short LOCKs	intron	39.5230465510393
E059	Peaks in short LOCKs	non-coding	1.57112243532309
E059	Peaks in short LOCKs	promoter-TSS	13.1476179291383
E059	Peaks in short LOCKs	TTS	2.31976739082022
E059	Typical peaks	3' UTR	0.652179532152946
E059	Typical peaks	5' UTR	0.690237492999526
E059	Typical peaks	exon	5.4619574248103
E059	Typical peaks	Intergenic	53.4563693542332
E059	Typical peaks	intron	32.265248724529
E059	Typical peaks	non-coding	1.00868366474038
E059	Typical peaks	promoter-TSS	5.52052138914019
E059	Typical peaks	TTS	0.944802417394408
E061	Peaks in long LOCKs	3' UTR	0.835735408058898
E061	Peaks in long LOCKs	5' UTR	0.530877497391969
E061	Peaks in long LOCKs	exon	2.46832399212606
E061	Peaks in long LOCKs	Intergenic	54.1244617377227
E061	Peaks in long LOCKs	intron	35.9444944176167
E061	Peaks in long LOCKs	non-coding	0.863501595917865
E061	Peaks in long LOCKs	promoter-TSS	3.92120186606007
E061	Peaks in long LOCKs	TTS	1.31140348510579
E061	Peaks in short LOCKs	3' UTR	1.18178944059393
E061	Peaks in short LOCKs	5' UTR	1.41803160197825
E061	Peaks in short LOCKs	exon	4.71961557175043
E061	Peaks in short LOCKs	Intergenic	44.3956685079522
E061	Peaks in short LOCKs	intron	36.5139396343414
E061	Peaks in short LOCKs	non-coding	1.25316091114052
E061	Peaks in short LOCKs	promoter-TSS	8.70680063166844
E061	Peaks in short LOCKs	TTS	1.81099370057483
E061	Typical peaks	3' UTR	0.343807160634502
E061	Typical peaks	5' UTR	2.09930796811213
E061	Typical peaks	exon	4.27418309822955
E061	Typical peaks	Intergenic	50.3139283465343
E061	Typical peaks	intron	32.2808726327198
E061	Typical peaks	non-coding	1.0210335071088
E061	Typical peaks	promoter-TSS	8.76433165697836
E061	Typical peaks	TTS	0.902535629682621
E057	Peaks in long LOCKs	3' UTR	1.44187191881836
E057	Peaks in long LOCKs	5' UTR	0.855155588334264
E057	Peaks in long LOCKs	exon	4.15146649565212
E057	Peaks in long LOCKs	Intergenic	42.9680538433444
E057	Peaks in long LOCKs	intron	39.3610126535781
E057	Peaks in long LOCKs	non-coding	1.52513863084172
E057	Peaks in long LOCKs	promoter-TSS	7.43404404004328
E057	Peaks in long LOCKs	TTS	2.26325682938768
E057	Peaks in short LOCKs	3' UTR	1.18989951491625
E057	Peaks in short LOCKs	5' UTR	1.1624813178511
E057	Peaks in short LOCKs	exon	5.29613681661013
E057	Peaks in short LOCKs	Intergenic	36.9093566771232
E057	Peaks in short LOCKs	intron	38.4671894609011
E057	Peaks in short LOCKs	non-coding	1.52539081558026
E057	Peaks in short LOCKs	promoter-TSS	13.4378148914237
E057	Peaks in short LOCKs	TTS	2.01173050559426
E057	Typical peaks	3' UTR	0.424950638907432
E057	Typical peaks	5' UTR	3.4729900970309
E057	Typical peaks	exon	6.63366958241989
E057	Typical peaks	Intergenic	33.8891287719114
E057	Typical peaks	intron	36.2103653809933
E057	Typical peaks	non-coding	1.76727766367318
E057	Typical peaks	promoter-TSS	16.7090181210625
E057	Typical peaks	TTS	0.892599744001394
E058	Peaks in long LOCKs	3' UTR	1.03795825480706
E058	Peaks in long LOCKs	5' UTR	0.701199491690425
E058	Peaks in long LOCKs	exon	2.93716923239529
E058	Peaks in long LOCKs	Intergenic	49.3239242277186
E058	Peaks in long LOCKs	intron	37.5805579906211
E058	Peaks in long LOCKs	non-coding	1.12533772517764
E058	Peaks in long LOCKs	promoter-TSS	5.46484936288817
E058	Peaks in long LOCKs	TTS	1.82900371470171
E058	Peaks in short LOCKs	3' UTR	1.11895375401225
E058	Peaks in short LOCKs	5' UTR	1.49174556820675
E058	Peaks in short LOCKs	exon	4.47192455734641
E058	Peaks in short LOCKs	Intergenic	43.2961788685705
E058	Peaks in short LOCKs	intron	35.9942172362041
E058	Peaks in short LOCKs	non-coding	1.28649758476118
E058	Peaks in short LOCKs	promoter-TSS	10.6379072977294
E058	Peaks in short LOCKs	TTS	1.70257513316935
E058	Typical peaks	3' UTR	0.400928669583717
E058	Typical peaks	5' UTR	1.87756038853464
E058	Typical peaks	exon	3.47763807192187
E058	Typical peaks	Intergenic	50.4051247495152
E058	Typical peaks	intron	33.9397188685297
