EID	Peak_group	Elements	Proportion of elements
E058	Typical peaks	non-coding	1.01282658655077
E058	Typical peaks	promoter-TSS	8.27876565805774
E058	Typical peaks	TTS	0.607437007306358
E028	Peaks in long LOCKs	3' UTR	1.53723524529559
E028	Peaks in long LOCKs	5' UTR	0.541790346324523
E028	Peaks in long LOCKs	exon	6.1326731693689
E028	Peaks in long LOCKs	Intergenic	42.8922531819654
E028	Peaks in long LOCKs	intron	41.0587496775531
E028	Peaks in long LOCKs	non-coding	1.28683072965581
E028	Peaks in long LOCKs	promoter-TSS	4.69806937483499
E028	Peaks in long LOCKs	TTS	1.85239827500164
E028	Peaks in short LOCKs	3' UTR	1.44445004524292
E028	Peaks in short LOCKs	5' UTR	1.17923164622458
E028	Peaks in short LOCKs	exon	8.01012196068141
E028	Peaks in short LOCKs	Intergenic	40.4695454111917
E028	Peaks in short LOCKs	intron	37.0302803875028
E028	Peaks in short LOCKs	non-coding	1.55315907272522
E028	Peaks in short LOCKs	promoter-TSS	8.46520742804251
E028	Peaks in short LOCKs	TTS	1.84800404838892
E028	Typical peaks	3' UTR	0.449292933488757
E028	Typical peaks	5' UTR	1.21503285451331
E028	Typical peaks	exon	5.21186033651537
E028	Typical peaks	Intergenic	54.8218638932663
E028	Typical peaks	intron	31.0146605639397
E028	Typical peaks	non-coding	1.10085336061041
E028	Typical peaks	promoter-TSS	5.53655448622257
E028	Typical peaks	TTS	0.64988157144353
E027	Peaks in long LOCKs	3' UTR	0.813009218564469
E027	Peaks in long LOCKs	5' UTR	0.237628444153843
E027	Peaks in long LOCKs	exon	1.98552682470615
E027	Peaks in long LOCKs	Intergenic	56.6913379659371
E027	Peaks in long LOCKs	intron	35.2998054778363
E027	Peaks in long LOCKs	non-coding	0.95321445642313
E027	Peaks in long LOCKs	promoter-TSS	2.66556260254242
E027	Peaks in long LOCKs	TTS	1.35391500983656
E027	Peaks in short LOCKs	3' UTR	1.47019861091019
E027	Peaks in short LOCKs	5' UTR	0.620114488002194
E027	Peaks in short LOCKs	exon	4.42893488815544
E027	Peaks in short LOCKs	Intergenic	49.33711911743
E027	Peaks in short LOCKs	intron	34.1927554158693
E027	Peaks in short LOCKs	non-coding	1.30951456343614
E027	Peaks in short LOCKs	promoter-TSS	6.40886030084955
E027	Peaks in short LOCKs	TTS	2.23250261534718
E027	Typical peaks	3' UTR	0.317039959957004
E027	Typical peaks	5' UTR	0.12521663355163
E027	Typical peaks	exon	1.70872713315558
E027	Typical peaks	Intergenic	66.8895738477026
E027	Typical peaks	intron	28.436483574682
E027	Typical peaks	non-coding	0.566880875048718
E027	Typical peaks	promoter-TSS	1.37193113666537
E027	Typical peaks	TTS	0.58414683923709
E054	Peaks in long LOCKs	3' UTR	1.38332214528399
E054	Peaks in long LOCKs	5' UTR	0.312988633414367
E054	Peaks in long LOCKs	exon	2.51808397145714
E054	Peaks in long LOCKs	Intergenic	50.1051069142145
E054	Peaks in long LOCKs	intron	36.2939375622472
E054	Peaks in long LOCKs	non-coding	1.23106342493359
E054	Peaks in long LOCKs	promoter-TSS	5.48625489920124
E054	Peaks in long LOCKs	TTS	2.66924244924794
E054	Peaks in short LOCKs	3' UTR	1.83484901151041
E054	Peaks in short LOCKs	5' UTR	1.02962063182203
E054	Peaks in short LOCKs	exon	4.18355326438198
E054	Peaks in short LOCKs	Intergenic	40.6435996056045
E054	Peaks in short LOCKs	intron	38.3095733405517
E054	Peaks in short LOCKs	non-coding	1.5101739316423
E054	Peaks in short LOCKs	promoter-TSS	9.73427061333631
E054	Peaks in short LOCKs	TTS	2.75435960115081
E054	Typical peaks	3' UTR	0.730251582990103
E054	Typical peaks	5' UTR	0.226953623491502
E054	Typical peaks	exon	1.62588337294404
E054	Typical peaks	Intergenic	60.9959055962266
E054	Typical peaks	intron	31.8242685555272
E054	Typical peaks	non-coding	0.793043269918975
E054	Typical peaks	promoter-TSS	2.87623489471606
E054	Typical peaks	TTS	0.92745910418547
E053	Peaks in long LOCKs	3' UTR	1.26378822806796
E053	Peaks in long LOCKs	5' UTR	0.46264950314566
E053	Peaks in long LOCKs	exon	2.31806085877231
E053	Peaks in long LOCKs	Intergenic	51.5594325651058
E053	Peaks in long LOCKs	intron	37.3860743436023
E053	Peaks in long LOCKs	non-coding	1.07338943437478
E053	Peaks in long LOCKs	promoter-TSS	4.03068008690997
E053	Peaks in long LOCKs	TTS	1.90592498002128
E053	Peaks in short LOCKs	3' UTR	1.14387742804647
E053	Peaks in short LOCKs	5' UTR	1.02154515690107
E053	Peaks in short LOCKs	exon	4.11835308196243
E053	Peaks in short LOCKs	Intergenic	43.8977798890517
E053	Peaks in short LOCKs	intron	37.6035686128805
E053	Peaks in short LOCKs	non-coding	1.23129609401397
E053	Peaks in short LOCKs	promoter-TSS	8.9029019938554
E053	Peaks in short LOCKs	TTS	2.08067774328844
E053	Typical peaks	3' UTR	0.898312948539501
E053	Typical peaks	5' UTR	1.18513692417208
E053	Typical peaks	exon	3.22981346021592
E053	Typical peaks	Intergenic	55.4149405128171
E053	Typical peaks	intron	31.4928063669438
E053	Typical peaks	non-coding	0.93475549764234
E053	Typical peaks	promoter-TSS	5.52451494939723
E053	Typical peaks	TTS	1.31971934027195
E112	Peaks in long LOCKs	3' UTR	1.8432806049958
E112	Peaks in long LOCKs	5' UTR	1.50471175740411
E112	Peaks in long LOCKs	exon	6.17069286381072
E112	Peaks in long LOCKs	Intergenic	34.6657591295953
E112	Peaks in long LOCKs	intron	36.4812555419307
E112	Peaks in long LOCKs	non-coding	1.6018166262686
E112	Peaks in long LOCKs	promoter-TSS	14.4882267550762
E112	Peaks in long LOCKs	TTS	3.2442567209186
E112	Peaks in short LOCKs	3' UTR	1.65045038372879
E112	Peaks in short LOCKs	5' UTR	1.76798526185208
E112	Peaks in short LOCKs	exon	6.67889908256881
E112	Peaks in short LOCKs	Intergenic	28.2896157157537
E112	Peaks in short LOCKs	intron	41.5413584647145
E112	Peaks in short LOCKs	non-coding	2.37858154583916
E112	Peaks in short LOCKs	promoter-TSS	14.5067441838936
E112	Peaks in short LOCKs	TTS	3.18636536164934
E112	Typical peaks	3' UTR	0.716700484053837
E112	Typical peaks	5' UTR	3.91705412923925
E112	Typical peaks	exon	6.29258051366486
E112	Typical peaks	Intergenic	23.64291942695
E112	Typical peaks	intron	37.2382252725402
E112	Typical peaks	non-coding	1.43789713214365
E112	Typical peaks	promoter-TSS	25.5891019350018
E112	Typical peaks	TTS	1.1655211064065
E093	Peaks in long LOCKs	3' UTR	1.72841790223542
E093	Peaks in long LOCKs	5' UTR	0.78704315434025
E093	Peaks in long LOCKs	exon	3.00634784298172
E093	Peaks in long LOCKs	Intergenic	42.5551809622278
E093	Peaks in long LOCKs	intron	38.2132758647121
E093	Peaks in long LOCKs	non-coding	1.56484111777017
E093	Peaks in long LOCKs	promoter-TSS	9.18637992009193
E093	Peaks in long LOCKs	TTS	2.95851323564057
E093	Peaks in short LOCKs	3' UTR	1.33733030117381
E093	Peaks in short LOCKs	5' UTR	0.916312430615525
E093	Peaks in short LOCKs	exon	2.71131576540229
E093	Peaks in short LOCKs	Intergenic	37.8573524342277
E093	Peaks in short LOCKs	intron	43.3740711040185
E093	Peaks in short LOCKs	non-coding	1.56914088461904
E093	Peaks in short LOCKs	promoter-TSS	9.79216022704875
E093	Peaks in short LOCKs	TTS	2.44231685289433
E093	Typical peaks	3' UTR	0.994159118924412
E093	Typical peaks	5' UTR	2.11909626527317
E093	Typical peaks	exon	3.10947886101758
E093	Typical peaks	Intergenic	33.5444084472478
E093	Typical peaks	intron	39.8359687665974
E093	Typical peaks	non-coding	1.34548892891721
E093	Typical peaks	promoter-TSS	17.7535344791616
E093	Typical peaks	TTS	1.29786513286077
E071	Peaks in long LOCKs	3' UTR	0.961328830907651
E071	Peaks in long LOCKs	5' UTR	0.43500795732454
E071	Peaks in long LOCKs	exon	2.66739880923687
E071	Peaks in long LOCKs	Intergenic	55.2999044510962
E071	Peaks in long LOCKs	intron	32.8373106706537
E071	Peaks in long LOCKs	non-coding	1.04640909120111
E071	Peaks in long LOCKs	promoter-TSS	4.88071500696454
E071	Peaks in long LOCKs	TTS	1.87192518261543
E071	Peaks in short LOCKs	3' UTR	1.12730424370684
E071	Peaks in short LOCKs	5' UTR	1.54401732011584
E071	Peaks in short LOCKs	exon	5.43958147694364
E071	Peaks in short LOCKs	Intergenic	39.8726168597312
E071	Peaks in short LOCKs	intron	37.4193282653895
E071	Peaks in short LOCKs	non-coding	1.3157045927081
E071	Peaks in short LOCKs	promoter-TSS	11.0599172978392
E071	Peaks in short LOCKs	TTS	2.22152994356575
E071	Typical peaks	3' UTR	0.467085380745847
E071	Typical peaks	5' UTR	0.566189863836946
E071	Typical peaks	exon	2.55097881704095
E071	Typical peaks	Intergenic	61.0069814472305
E071	Typical peaks	intron	29.979247847855
E071	Typical peaks	non-coding	0.798747312855429
E071	Typical peaks	promoter-TSS	3.77016775556081
E071	Typical peaks	TTS	0.860601574874564
E074	Peaks in long LOCKs	3' UTR	1.19865111462589
E074	Peaks in long LOCKs	5' UTR	0.290439991388838
E074	Peaks in long LOCKs	exon	2.15401245538516
E074	Peaks in long LOCKs	Intergenic	54.7292899263002
E074	Peaks in long LOCKs	intron	33.7976318750225
E074	Peaks in long LOCKs	non-coding	1.07652439728664
E074	Peaks in long LOCKs	promoter-TSS	4.5388285914382
E074	Peaks in long LOCKs	TTS	2.21462164855253
E074	Peaks in short LOCKs	3' UTR	1.24220070146295
E074	Peaks in short LOCKs	5' UTR	0.866941940029759
E074	Peaks in short LOCKs	exon	3.96079250264084
E074	Peaks in short LOCKs	Intergenic	43.2578830004602
E074	Peaks in short LOCKs	intron	37.5454746424003
E074	Peaks in short LOCKs	non-coding	1.22050236319402
E074	Peaks in short LOCKs	promoter-TSS	9.58136206068885
E074	Peaks in short LOCKs	TTS	2.32484278912307
E074	Typical peaks	3' UTR	0.497472534693775
E074	Typical peaks	5' UTR	0.205385446267344
E074	Typical peaks	exon	1.3482230286058
E074	Typical peaks	Intergenic	62.3577449677442
E074	Typical peaks	intron	32.5058948371546
E074	Typical peaks	non-coding	0.595942613007595
E074	Typical peaks	promoter-TSS	1.80544301415885
E074	Typical peaks	TTS	0.68389355836782
E068	Peaks in long LOCKs	3' UTR	1.56274020060762
E068	Peaks in long LOCKs	5' UTR	0.414828925660438
E068	Peaks in long LOCKs	exon	2.73479039847349
E068	Peaks in long LOCKs	Intergenic	53.7931489437909
E068	Peaks in long LOCKs	intron	30.810150590428
E068	Peaks in long LOCKs	non-coding	1.550517208863
E068	Peaks in long LOCKs	promoter-TSS	6.16656867142221
E068	Peaks in long LOCKs	TTS	2.96725506075441
E068	Peaks in short LOCKs	3' UTR	1.79295523970277
E068	Peaks in short LOCKs	5' UTR	0.850846919687296
E068	Peaks in short LOCKs	exon	4.53891887299651
E068	Peaks in short LOCKs	Intergenic	38.0460122027392
E068	Peaks in short LOCKs	intron	38.7209618566886
E068	Peaks in short LOCKs	non-coding	1.35748661401504
E068	Peaks in short LOCKs	promoter-TSS	11.4856319397803
E068	Peaks in short LOCKs	TTS	3.20718635439024
E068	Typical peaks	3' UTR	0.379250507048947
E068	Typical peaks	5' UTR	0.300314821671668
E068	Typical peaks	exon	1.8778311384239
E068	Typical peaks	Intergenic	65.1447369148213
E068	Typical peaks	intron	26.9643195964977
E068	Typical peaks	non-coding	0.56806982446251
E068	Typical peaks	promoter-TSS	3.88143436364206
E068	Typical peaks	TTS	0.884042833431888
E069	Peaks in long LOCKs	3' UTR	1.1320779340223
E069	Peaks in long LOCKs	5' UTR	0.402527978787782
E069	Peaks in long LOCKs	exon	2.59032296605319
E069	Peaks in long LOCKs	Intergenic	55.2007892634206
E069	Peaks in long LOCKs	intron	31.8958201358893
E069	Peaks in long LOCKs	non-coding	1.22172453429671
E069	Peaks in long LOCKs	promoter-TSS	5.25703159197073
E069	Peaks in long LOCKs	TTS	2.29970559555932
E069	Peaks in short LOCKs	3' UTR	1.05349883819702
E069	Peaks in short LOCKs	5' UTR	1.20076729159505
E069	Peaks in short LOCKs	exon	4.08012840269074
E069	Peaks in short LOCKs	Intergenic	36.7287448733234
E069	Peaks in short LOCKs	intron	40.3883733444099
E069	Peaks in short LOCKs	non-coding	1.77960487407492
E069	Peaks in short LOCKs	promoter-TSS	12.2983226463749
E069	Peaks in short LOCKs	TTS	2.47055972933406
E069	Typical peaks	3' UTR	0.40694591800316
E069	Typical peaks	5' UTR	0.452113990350063
E069	Typical peaks	exon	2.24326635568936
E069	Typical peaks	Intergenic	59.6313873692956
E069	Typical peaks	intron	31.8127561351944
E069	Typical peaks	non-coding	0.599153938098077
E069	Typical peaks	promoter-TSS	4.05405112657513
E069	Typical peaks	TTS	0.80032516679421
E072	Peaks in long LOCKs	3' UTR	1.02398714994338
E072	Peaks in long LOCKs	5' UTR	0.353232012104538
E072	Peaks in long LOCKs	exon	2.33472252958318
E072	Peaks in long LOCKs	Intergenic	58.7872335154428
E072	Peaks in long LOCKs	intron	29.9549398120935
E072	Peaks in long LOCKs	non-coding	1.12722916032762
E072	Peaks in long LOCKs	promoter-TSS	4.43389566577094
E072	Peaks in long LOCKs	TTS	1.98476015473411
E072	Peaks in short LOCKs	3' UTR	1.37307775074076
E072	Peaks in short LOCKs	5' UTR	1.16824750459353
E072	Peaks in short LOCKs	exon	4.66234626144245
E072	Peaks in short LOCKs	Intergenic	41.6539206435914
E072	Peaks in short LOCKs	intron	36.7038949860125
E072	Peaks in short LOCKs	non-coding	1.37951697538528
E072	Peaks in short LOCKs	promoter-TSS	10.7298505239112
E072	Peaks in short LOCKs	TTS	2.32914535432289
E072	Typical peaks	3' UTR	0.534559799577467
E072	Typical peaks	5' UTR	0.408323517864154
E072	Typical peaks	exon	1.97391889618038
E072	Typical peaks	Intergenic	63.0538261633668
E072	Typical peaks	intron	29.4721895039916
E072	Typical peaks	non-coding	0.658010357657001
E072	Typical peaks	promoter-TSS	3.15865537420308
E072	Typical peaks	TTS	0.740516387159497
E067	Peaks in long LOCKs	3' UTR	1.07652240412155
E067	Peaks in long LOCKs	5' UTR	0.247888610719906
E067	Peaks in long LOCKs	exon	1.93957605304672
E067	Peaks in long LOCKs	Intergenic	59.5971826488539
E067	Peaks in long LOCKs	intron	29.7122665768728
E067	Peaks in long LOCKs	non-coding	1.11660699881025
E067	Peaks in long LOCKs	promoter-TSS	4.24311784992762
E067	Peaks in long LOCKs	TTS	2.0668388576472
E067	Peaks in short LOCKs	3' UTR	1.13311927615917
E067	Peaks in short LOCKs	5' UTR	0.774160182438942
E067	Peaks in short LOCKs	exon	2.81360159025637
E067	Peaks in short LOCKs	Intergenic	44.6453230766624
E067	Peaks in short LOCKs	intron	38.0548433580534
E067	Peaks in short LOCKs	non-coding	1.43691461922186
E067	Peaks in short LOCKs	promoter-TSS	9.20845697843588
E067	Peaks in short LOCKs	TTS	1.933580918772
E067	Typical peaks	3' UTR	0.457648601992687
E067	Typical peaks	5' UTR	0.226606994794003
E067	Typical peaks	exon	1.44097717788743
E067	Typical peaks	Intergenic	64.4984300452636
E067	Typical peaks	intron	29.5159646046569
E067	Typical peaks	non-coding	0.449459011268333
E067	Typical peaks	promoter-TSS	2.67454702388234
E067	Typical peaks	TTS	0.736366540254727
E073	Peaks in long LOCKs	3' UTR	1.05758004278387
E073	Peaks in long LOCKs	5' UTR	0.307746997499985
E073	Peaks in long LOCKs	exon	2.49519852280424
E073	Peaks in long LOCKs	Intergenic	58.1059350471327
E073	Peaks in long LOCKs	intron	30.8332014196727
E073	Peaks in long LOCKs	non-coding	1.12794282113149
E073	Peaks in long LOCKs	promoter-TSS	4.18814380988978
E073	Peaks in long LOCKs	TTS	1.88425133908517
E073	Peaks in short LOCKs	3' UTR	1.50836555915082
E073	Peaks in short LOCKs	5' UTR	0.857953339165289
E073	Peaks in short LOCKs	exon	4.74225274303861
E073	Peaks in short LOCKs	Intergenic	43.4941409962418
E073	Peaks in short LOCKs	intron	35.8148416979662
E073	Peaks in short LOCKs	non-coding	1.3650306066531
E073	Peaks in short LOCKs	promoter-TSS	9.80884319411854
E073	Peaks in short LOCKs	TTS	2.40857186366562
E073	Typical peaks	3' UTR	0.38135809636221
E073	Typical peaks	5' UTR	0.214966008951079
E073	Typical peaks	exon	1.76268651088962
E073	Typical peaks	Intergenic	63.5154764028076
E073	Typical peaks	intron	30.2053314458182
E073	Typical peaks	non-coding	0.546373053600313
E073	Typical peaks	promoter-TSS	2.67871873947933
E073	Typical peaks	TTS	0.695089742091596
E070	Peaks in long LOCKs	3' UTR	1.44173068826668
E070	Peaks in long LOCKs	5' UTR	0.714101784448419
E070	Peaks in long LOCKs	exon	4.75402391499131
E070	Peaks in long LOCKs	Intergenic	45.4063022443244
E070	Peaks in long LOCKs	intron	35.309742678148
E070	Peaks in long LOCKs	non-coding	1.36243626327361
E070	Peaks in long LOCKs	promoter-TSS	8.60606043159255
E070	Peaks in long LOCKs	TTS	2.40560199495504
E070	Peaks in short LOCKs	3' UTR	1.20784383381347
E070	Peaks in short LOCKs	5' UTR	1.74356256733395
E070	Peaks in short LOCKs	exon	4.61293129652093
E070	Peaks in short LOCKs	Intergenic	36.3105340585949
E070	Peaks in short LOCKs	intron	38.813162047901
E070	Peaks in short LOCKs	non-coding	1.55335102870552
E070	Peaks in short LOCKs	promoter-TSS	13.6324205125512
E070	Peaks in short LOCKs	TTS	2.12619465457902
E070	Typical peaks	3' UTR	0.464430978609219
E070	Typical peaks	5' UTR	2.43903726827604
E070	Typical peaks	exon	4.75393911806607
E070	Typical peaks	Intergenic	37.8640260031327
E070	Typical peaks	intron	35.2693817781044
E070	Typical peaks	non-coding	1.45281791151537
E070	Typical peaks	promoter-TSS	16.9170564482681
E070	Typical peaks	TTS	0.839310494028119
E082	Peaks in long LOCKs	3' UTR	1.54020730900161
E082	Peaks in long LOCKs	5' UTR	0.530914617973132
E082	Peaks in long LOCKs	exon	2.7203927318889
E082	Peaks in long LOCKs	Intergenic	51.5397318379226
E082	Peaks in long LOCKs	intron	33.9539735569468
E082	Peaks in long LOCKs	non-coding	1.34307639779018
E082	Peaks in long LOCKs	promoter-TSS	5.75418710966608
E082	Peaks in long LOCKs	TTS	2.61751643881069
E082	Peaks in short LOCKs	3' UTR	1.58118222642545
E082	Peaks in short LOCKs	5' UTR	0.877643816830883
E082	Peaks in short LOCKs	exon	3.90356718878063
E082	Peaks in short LOCKs	Intergenic	38.7511740304253
E082	Peaks in short LOCKs	intron	39.8713951793996
E082	Peaks in short LOCKs	non-coding	1.46080374545503
E082	Peaks in short LOCKs	promoter-TSS	11.2250007909942
E082	Peaks in short LOCKs	TTS	2.32923302168884
E082	Typical peaks	3' UTR	0.607448695557642
E082	Typical peaks	5' UTR	1.23279784693659
E082	Typical peaks	exon	3.36280979670034
E082	Typical peaks	Intergenic	48.8582554255599
E082	Typical peaks	intron	35.0045547980194
E082	Typical peaks	non-coding	0.951256973422803
E082	Typical peaks	promoter-TSS	9.11875970615932
E082	Typical peaks	TTS	0.86411675764405
E081	Peaks in long LOCKs	3' UTR	1.49514936917205
E081	Peaks in long LOCKs	5' UTR	0.308177100584048
E081	Peaks in long LOCKs	exon	2.71703135922331
E081	Peaks in long LOCKs	Intergenic	51.2450374127674
E081	Peaks in long LOCKs	intron	35.1238545418212
E081	Peaks in long LOCKs	non-coding	1.24865905958161
E081	Peaks in long LOCKs	promoter-TSS	5.43509976802196
E081	Peaks in long LOCKs	TTS	2.42699138882835
E081	Peaks in short LOCKs	3' UTR	1.20012523228463
E081	Peaks in short LOCKs	5' UTR	0.883624164232396
E081	Peaks in short LOCKs	exon	3.40733987504939
E081	Peaks in short LOCKs	Intergenic	39.2138971095538
E081	Peaks in short LOCKs	intron	40.7460768467497
E081	Peaks in short LOCKs	non-coding	1.32809555163833
E081	Peaks in short LOCKs	promoter-TSS	10.6082224844787
E081	Peaks in short LOCKs	TTS	2.61261873601295
E081	Typical peaks	3' UTR	0.695568747376627
E081	Typical peaks	5' UTR	0.534145020563441
E081	Typical peaks	exon	2.40266907533202
E081	Typical peaks	Intergenic	50.4034165484067
E081	Typical peaks	intron	35.7237877595256
E081	Typical peaks	non-coding	0.859340224933557
E081	Typical peaks	promoter-TSS	7.86065020639584
E081	Typical peaks	TTS	1.52042241746625
E063	Peaks in long LOCKs	3' UTR	1.25125911189371
E063	Peaks in long LOCKs	5' UTR	0.236990669237973
E063	Peaks in long LOCKs	exon	2.49004615854676
E063	Peaks in long LOCKs	Intergenic	51.5952647678015
E063	Peaks in long LOCKs	intron	37.7992557524841
E063	Peaks in long LOCKs	non-coding	1.09480588723386
E063	Peaks in long LOCKs	promoter-TSS	3.60109573212499
E063	Peaks in long LOCKs	TTS	1.93128192067709
E063	Peaks in short LOCKs	3' UTR	1.43274310661335
E063	Peaks in short LOCKs	5' UTR	0.80144695260698
E063	Peaks in short LOCKs	exon	4.60350008828125
E063	Peaks in short LOCKs	Intergenic	43.3246035460449
E063	Peaks in short LOCKs	intron	37.2419441324251
E063	Peaks in short LOCKs	non-coding	1.32584941606143
E063	Peaks in short LOCKs	promoter-TSS	9.10973514588346
E063	Peaks in short LOCKs	TTS	2.16017761208346
E063	Typical peaks	3' UTR	0.482250483728578
E063	Typical peaks	5' UTR	0.251212921932853
E063	Typical peaks	exon	2.18752953030953
E063	Typical peaks	Intergenic	60.6521227207654
E063	Typical peaks	intron	32.0880322846189
E063	Typical peaks	non-coding	0.720653252136668
E063	Typical peaks	promoter-TSS	2.84940009570979
E063	Typical peaks	TTS	0.768798710798277
E100	Peaks in long LOCKs	3' UTR	1.13464829392996
E100	Peaks in long LOCKs	5' UTR	0.614634164354173
E100	Peaks in long LOCKs	exon	3.42916180299915
E100	Peaks in long LOCKs	Intergenic	50.544596756475
E100	Peaks in long LOCKs	intron	35.0114735800339
E100	Peaks in long LOCKs	non-coding	1.22420588585811
E100	Peaks in long LOCKs	promoter-TSS	6.09620559187908
E100	Peaks in long LOCKs	TTS	1.94507392447062
E100	Peaks in short LOCKs	3' UTR	0.913129439332178
E100	Peaks in short LOCKs	5' UTR	1.88107384328918
E100	Peaks in short LOCKs	exon	6.07068759305817
E100	Peaks in short LOCKs	Intergenic	38.4617289030382
E100	Peaks in short LOCKs	intron	34.6511822527835
E100	Peaks in short LOCKs	non-coding	1.6972065987175
E100	Peaks in short LOCKs	promoter-TSS	14.3830003870522
E100	Peaks in short LOCKs	TTS	1.9419909827291
E100	Typical peaks	3' UTR	0.422550987195385
E100	Typical peaks	5' UTR	0.195027587179308
E100	Typical peaks	exon	1.45263926353366
E100	Typical peaks	Intergenic	62.4681268259128
E100	Typical peaks	intron	32.0530738587921
E100	Typical peaks	non-coding	0.580154361699744
E100	Typical peaks	promoter-TSS	2.20555117036319
E100	Typical peaks	TTS	0.622875945323752
E108	Peaks in long LOCKs	3' UTR	1.34538418660244
E108	Peaks in long LOCKs	5' UTR	0.321386850761114
E108	Peaks in long LOCKs	exon	2.44927342532644
E108	Peaks in long LOCKs	Intergenic	51.3333380686705
E108	Peaks in long LOCKs	intron	37.0808598444567
E108	Peaks in long LOCKs	non-coding	1.09604452453929
E108	Peaks in long LOCKs	promoter-TSS	4.10984262058584
E108	Peaks in long LOCKs	TTS	2.26387047905763
E108	Peaks in short LOCKs	3' UTR	1.4082554753629
E108	Peaks in short LOCKs	5' UTR	0.858394291198751
E108	Peaks in short LOCKs	exon	4.25249570267383
E108	Peaks in short LOCKs	Intergenic	40.5126561000342
E108	Peaks in short LOCKs	intron	38.9516489803001
E108	Peaks in short LOCKs	non-coding	1.27608897227479
E108	Peaks in short LOCKs	promoter-TSS	10.4195586632469
E108	Peaks in short LOCKs	TTS	2.3209018149086
E108	Typical peaks	3' UTR	0.646607370639989
E108	Typical peaks	5' UTR	0.329461621366095
E108	Typical peaks	exon	2.01787615916924
E108	Typical peaks	Intergenic	58.801015328845
E108	Typical peaks	intron	33.2322853762587
E108	Typical peaks	non-coding	0.724741703887255
E108	Typical peaks	promoter-TSS	3.24265511575956
E108	Typical peaks	TTS	1.00535732407411
E107	Peaks in long LOCKs	3' UTR	1.26341004862352
E107	Peaks in long LOCKs	5' UTR	0.282403071698326
E107	Peaks in long LOCKs	exon	2.56238391322215
E107	Peaks in long LOCKs	Intergenic	50.7169037808494
E107	Peaks in long LOCKs	intron	38.312545664432
E107	Peaks in long LOCKs	non-coding	1.16766709215797
E107	Peaks in long LOCKs	promoter-TSS	3.66754101053232
E107	Peaks in long LOCKs	TTS	2.02714541848434
E107	Peaks in short LOCKs	3' UTR	1.54421849679169
E107	Peaks in short LOCKs	5' UTR	0.835650200710239
E107	Peaks in short LOCKs	exon	4.9555499984712
E107	Peaks in short LOCKs	Intergenic	41.3053154361244
E107	Peaks in short LOCKs	intron	37.6796345719565
E107	Peaks in short LOCKs	non-coding	1.46488990420945
E107	Peaks in short LOCKs	promoter-TSS	9.85093606538043
E107	Peaks in short LOCKs	TTS	2.36380532635616
E107	Typical peaks	3' UTR	0.611950566609781
E107	Typical peaks	5' UTR	0.493437833713976
E107	Typical peaks	exon	2.90382016882656
E107	Typical peaks	Intergenic	57.0668328906262
E107	Typical peaks	intron	33.2358219146248
E107	Typical peaks	non-coding	0.910779634010461
E107	Typical peaks	promoter-TSS	3.8050947773863
E107	Typical peaks	TTS	0.97226221420196
E089	Peaks in long LOCKs	3' UTR	1.42540380501348
E089	Peaks in long LOCKs	5' UTR	0.306357140259694
E089	Peaks in long LOCKs	exon	3.8925708831451
E089	Peaks in long LOCKs	Intergenic	45.8136773766116
E089	Peaks in long LOCKs	intron	40.57280912494
E089	Peaks in long LOCKs	non-coding	1.27772588568043
E089	Peaks in long LOCKs	promoter-TSS	4.55315860958908
E089	Peaks in long LOCKs	TTS	2.15829717476064
E089	Peaks in short LOCKs	3' UTR	1.46538043102098
E089	Peaks in short LOCKs	5' UTR	1.14337045268708
E089	Peaks in short LOCKs	exon	6.40658968616296
E089	Peaks in short LOCKs	Intergenic	38.494928702184
E089	Peaks in short LOCKs	intron	36.9197253481627
E089	Peaks in short LOCKs	non-coding	1.49866010465745
E089	Peaks in short LOCKs	promoter-TSS	11.5755963649532
E089	Peaks in short LOCKs	TTS	2.49574891017162
E089	Typical peaks	3' UTR	0.755895360972935
E089	Typical peaks	5' UTR	1.09987437208876
E089	Typical peaks	exon	5.43346195673417
E089	Typical peaks	Intergenic	48.604750262014
E089	Typical peaks	intron	34.7162540745051
E089	Typical peaks	non-coding	1.28159465253965
E089	Typical peaks	promoter-TSS	7.13691834989437
E089	Typical peaks	TTS	0.971250971250971
E090	Peaks in long LOCKs	3' UTR	1.1436118786448
E090	Peaks in long LOCKs	5' UTR	0.356110635416924
E090	Peaks in long LOCKs	exon	2.3930227653326
E090	Peaks in long LOCKs	Intergenic	51.6513931598991
E090	Peaks in long LOCKs	intron	36.9747204441189
E090	Peaks in long LOCKs	non-coding	1.21394733812921
E090	Peaks in long LOCKs	promoter-TSS	4.37957785534734
E090	Peaks in long LOCKs	TTS	1.88761592311122
E090	Peaks in short LOCKs	3' UTR	1.21558044976742
E090	Peaks in short LOCKs	5' UTR	1.06566086255939
E090	Peaks in short LOCKs	exon	4.31427382371982
E090	Peaks in short LOCKs	Intergenic	41.6916834688081
E090	Peaks in short LOCKs	intron	36.905314147074
E090	Peaks in short LOCKs	non-coding	1.2272762657218
E090	Peaks in short LOCKs	promoter-TSS	11.6228658719823
E090	Peaks in short LOCKs	TTS	1.95734511036723
E090	Typical peaks	3' UTR	0.534064660229859
E090	Typical peaks	5' UTR	0.821804096750025
E090	Typical peaks	exon	2.70766620958736
E090	Typical peaks	Intergenic	55.1737513959768
E090	Typical peaks	intron	33.3551336603571
E090	Typical peaks	non-coding	0.973516730516405
