Methylation variability	Replication timing
-0.991413774338597	0.427351687664796
1.00290792851358	0.183374770504837
0.508475971807285	1.69945915149999
-0.843538799968132	1.19048599051373
0.149619730424723	1.19643238063101
-1.32146313818938	-1.52448534949989
-0.379540830654902	-0.553012135244501
0.0283771023175044	-0.796658777253853
-1.04583530616546	0.298388785627181
-0.267377983829075	1.55211971808993
-0.0861755214021589	1.09228820955421
-0.419039562302532	0.812474650653396
-1.26000745266603	-1.46368390979392
0.00700839046303643	0.656029714683947
-0.911769390922815	-0.976732216007591
-1.18470639611641	-1.20874519066304
-0.934522529713723	0.351842072613597
0.454526218969958	0.592435481571464
-0.357269708074767	0.560481984229926
0.483146594035327	0.263429079999095
0.767398794889492	-0.14801869461744
-0.275282034914131	-0.226235555068805
-1.1004396438868	-0.241781083941008
-0.92666511772595	-1.08675656866236
-1.19593889271253	-0.312443904377306
-0.439816860098229	1.24605405449179
1.18388544365792	1.4753362678945
-1.09339232792448	-1.40374013335463
-0.666183405663865	-0.811731377199683
-0.492929978732632	-0.210597746282177
-1.00598997716441	-0.269707448404218
0.712736698661093	0.538959401906878
-0.168465370907096	0.655600196848878
-0.692241711343244	0.387282381938038
0.853240288350315	0.192569232230944
-1.19889843960018	-0.806890477498649
-1.11900677568368	-0.823061338460504
0.828876711319548	-0.538036601212678
0.0391879155072751	-1.44567472513393
-0.402596934140314	-1.50608863628429
-0.631564086150434	-1.35147237744555
0.553502633653028	0.677601208311122
0.926875952335602	0.696001125638446
0.87252199737529	1.15286150371026
-1.10449539231089	1.81304161923516
-0.20946968118944	1.77997201637539
1.05575652924297	1.5804975424223
-0.207624564951741	1.38904051160255
-0.333288059131902	0.397927176334333
1.22116763870022	0.41537726483664
0.041644486277232	-1.5332894129563
0.129736901632803	-0.885557334215959
0.38529696282735	0.875613505265122
-0.746559431331472	0.609789844831026
-0.150072999031607	1.2185749764399
-0.925078108613297	1.15367943162617
-0.557396405364451	-0.544532772864098
-1.2443572361149	-0.681954424827597
-0.749094733001483	0.654899511402469
-0.943516327897412	0.710650640582833
-0.742758107631306	0.784306787450774
-0.552600572987468	-0.335034614959742
-1.17928454934047	-2.08218113137243
-0.0346282936845944	0.46743112709324
0.291661025113112	-0.78584454166228
-0.311862613366744	0.261045895566476
-0.607242518308225	-0.67175937625775
0.0539493985077069	-1.79464083440014
0.835512866814014	1.01391487221287
0.556683274080341	1.73832639386942
1.04448866928886	1.82962899085558
0.0889320682165515	0.654728537446096
