gene_name	LOCK_group	MD_anno	mean_exp	index	TorN	mean_exp_winsorize
ACTRT2	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PRDM16-DT	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PRDM16	Tumor-gain LOCKs	common PMDs	-0.954873975235538	NE2_KYSE510.T	KYSE510	-0.954873975235538
LINC01134	Tumor-gain LOCKs	common PMDs	-0.583376779389931	NE2_KYSE510.T	KYSE510	-0.583376779389931
LINC01346	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC01345	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC01777	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC01646	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
AJAP1	Tumor-gain LOCKs	common PMDs	-0.676337282479529	NE2_KYSE510.T	KYSE510	-0.676337282479529
LINC02782	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
DISP3	Shared LOCKs	common PMDs	-0.93370921921154	NE2_KYSE510.T	KYSE510	-0.93370921921154
AADACL3	Shared LOCKs	common PMDs	-0.963248383098273	NE2_KYSE510.T	KYSE510	-0.963248383098273
PRAMEF12	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PRAMEF1	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC01784	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PRAMEF11	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
HNRNPCL1	Shared LOCKs	common PMDs	-0.939440354047418	NE2_KYSE510.T	KYSE510	-0.939440354047418
PRAMEF2	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PRAMEF4	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PRAMEF10	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PRAMEF7	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PRAMEF6	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
HNRNPCL2	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PRAMEF36P	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PRAMEF26	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
HNRNPCL4	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PRAMEF9	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PRAMEF13	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PRAMEF33	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PRAMEF15	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PRAMEF14	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PRAMEF19	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LRRC38	Tumor-loss LOCKs	common PMDs	-0.753924296475918	NE2_KYSE510.T	KYSE510	-0.753924296475918
KAZN	Tumor-gain LOCKs	common PMDs	0.370157899281256	NE2_KYSE510.T	KYSE510	0.370157899281256
KAZN-AS1	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC02810	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
ACTL8	Tumor-gain LOCKs	common PMDs	-0.154535829311868	NE2_KYSE510.T	KYSE510	-0.154535829311868
LINC01654	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
IGSF21	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
IGSF21-AS1	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PLA2G5	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC01756	Shared LOCKs	common PMDs	-0.823674248217013	NE2_KYSE510.T	KYSE510	-0.823674248217013
LINC01648	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
CSMD2	Tumor-gain LOCKs	common PMDs	-0.984296003451093	NE2_KYSE510.T	KYSE510	-0.984296003451093
HMGB4	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
CSMD2-AS1	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
C1orf94	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
GRIK3	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
MIR4255	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC01343	Shared LOCKs	common PMDs	-0.986110564817747	NE2_KYSE510.T	KYSE510	-0.986110564817747
LINC01685	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
CYP4B1	Tumor-loss LOCKs	common PMDs	-0.743182638026261	NE2_KYSE510.T	KYSE510	-0.743182638026261
CYP4Z2P	Tumor-loss LOCKs	common PMDs	-0.92954787966799	NE2_KYSE510.T	KYSE510	-0.92954787966799
CYP4A11	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC02794	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
SKINT1L	Tumor-gain LOCKs	common PMDs	-0.697674627230765	NE2_KYSE510.T	KYSE510	-0.697674627230765
ELAVL4	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
ELAVL4-AS1	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
FYB2	Shared LOCKs	common PMDs	-0.889935897097126	NE2_KYSE510.T	KYSE510	-0.889935897097126
C8A	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
C8B	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
DAB1	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
DAB1-AS1	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
C1orf87	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC02778	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC01739	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC00466	Shared LOCKs	common PMDs	-0.977250226097609	NE2_KYSE510.T	KYSE510	-0.977250226097609
LHX8	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
MSH4	Tumor-loss LOCKs	common PMDs	-0.463169016233523	NE2_KYSE510.T	KYSE510	-0.463169016233523
ASB17	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
ST6GALNAC3	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC02567	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
COL24A1	Tumor-loss LOCKs	common PMDs	-0.7184949480414	NE2_KYSE510.T	KYSE510	-0.7184949480414
LINC02787	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
SNORD3G	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
HFM1	Shared LOCKs	common PMDs	-0.990501439765395	NE2_KYSE510.T	KYSE510	-0.990501439765395
LINC01760	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC01761	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC02607	Tumor-loss LOCKs	common PMDs	-0.985247494974304	NE2_KYSE510.T	KYSE510	-0.985247494974304
LINC02790	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
MIR7852	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
VAV3-AS1	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC02785	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
NBPF6	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
UBL4B	Tumor-loss LOCKs	common PMDs	-0.97605436677428	NE2_KYSE510.T	KYSE510	-0.97605436677428
SLC6A17	Tumor-loss LOCKs	common PMDs	-0.628003336354274	NE2_KYSE510.T	KYSE510	-0.628003336354274
SLC6A17-AS1	Tumor-loss LOCKs	common PMDs	-0.964482630391329	NE2_KYSE510.T	KYSE510	-0.964482630391329
KCNA2	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
KCNA3	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
CD53	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PIFO	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PGBP	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
KCND3	Shared LOCKs	common PMDs	-0.791356762859824	NE2_KYSE510.T	KYSE510	-0.791356762859824
KCND3-IT1	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
KCND3-AS1	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC01750	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC02884	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
SYT6	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
AMPD1	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
SYCP1	Tumor-loss LOCKs	common PMDs	-0.985575394931688	NE2_KYSE510.T	KYSE510	-0.985575394931688
PDE4DIPP5	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
NBPF25P	Tumor-loss LOCKs	common PMDs	-0.797734549881753	NE2_KYSE510.T	KYSE510	-0.797734549881753
HYDIN2	Tumor-loss LOCKs	common PMDs	-0.981776371618461	NE2_KYSE510.T	KYSE510	-0.981776371618461
LINC00624	Tumor-loss LOCKs	common PMDs	-0.3770335017139	NE2_KYSE510.T	KYSE510	-0.3770335017139
PPIAL4C	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC00869	Tumor-loss LOCKs	common PMDs	-0.62888623967844	NE2_KYSE510.T	KYSE510	-0.62888623967844
PDE4DIPP7	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
FCGR1A	Tumor-loss LOCKs	common PMDs	-0.950594807524051	NE2_KYSE510.T	KYSE510	-0.950594807524051
TCHH	Tumor-loss LOCKs	common PMDs	-0.499311339536254	NE2_KYSE510.T	KYSE510	-0.499311339536254
RPTN	Tumor-loss LOCKs	common PMDs	-0.879057047358031	NE2_KYSE510.T	KYSE510	-0.879057047358031
HRNR	Tumor-loss LOCKs	common PMDs	-0.26723794678101	NE2_KYSE510.T	KYSE510	-0.26723794678101
FLG	Tumor-loss LOCKs	common PMDs	0.443684328401762	NE2_KYSE510.T	KYSE510	0.443684328401762
FLG-AS1	Tumor-loss LOCKs	common PMDs	0.107009866164673	NE2_KYSE510.T	KYSE510	0.107009866164673
FLG2	Tumor-loss LOCKs	common PMDs	-0.5370773827486	NE2_KYSE510.T	KYSE510	-0.5370773827486
LCE5A	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
CRCT1	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LCE3E	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LCE3D	Tumor-loss LOCKs	common PMDs	-0.783755688506122	NE2_KYSE510.T	KYSE510	-0.783755688506122
LCE3C	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LCE3B	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LCE3A	Tumor-loss LOCKs	common PMDs	-0.869820336787638	NE2_KYSE510.T	KYSE510	-0.869820336787638
LCE2D	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LCE2C	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LCE2A	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LCE4A	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
C1orf68	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
KPRP	Tumor-loss LOCKs	common PMDs	-0.988457036225915	NE2_KYSE510.T	KYSE510	-0.988457036225915
LCE1F	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LCE1E	Tumor-loss LOCKs	common PMDs	-0.972182301987098	NE2_KYSE510.T	KYSE510	-0.972182301987098
LCE1D	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LCE1C	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LCE1B	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LCE1A	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LCE6A	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
SMCP	Tumor-loss LOCKs	common PMDs	-0.953453831804573	NE2_KYSE510.T	KYSE510	-0.953453831804573
IVL	Tumor-loss LOCKs	common PMDs	-0.316459854331741	NE2_KYSE510.T	KYSE510	-0.316459854331741
LINC01527	Tumor-loss LOCKs	common PMDs	-0.964541158743357	NE2_KYSE510.T	KYSE510	-0.964541158743357
SPRR4	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
SPRR1A	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
SPRR3	Tumor-loss LOCKs	common PMDs	-0.792708494675603	NE2_KYSE510.T	KYSE510	-0.792708494675603
SPRR1B	Tumor-loss LOCKs	common PMDs	-0.197466213676778	NE2_KYSE510.T	KYSE510	-0.197466213676778
SPRR2D	Tumor-loss LOCKs	common PMDs	-0.255923779011483	NE2_KYSE510.T	KYSE510	-0.255923779011483
SPRR2A	Tumor-loss LOCKs	common PMDs	0.64073643890987	NE2_KYSE510.T	KYSE510	0.64073643890987
SPRR2B	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
SPRR2E	Tumor-loss LOCKs	common PMDs	-0.600301039159027	NE2_KYSE510.T	KYSE510	-0.600301039159027
SPRR2F	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
SPRR2C	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
SPRR2G	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LELP1	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PRR9	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LORICRIN	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PGLYRP3	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PGLYRP4	Shared LOCKs	common PMDs	-0.986020216162446	NE2_KYSE510.T	KYSE510	-0.986020216162446
S100A12	Shared LOCKs	common PMDs	-0.86485425378491	NE2_KYSE510.T	KYSE510	-0.86485425378491
KCNN3	Shared LOCKs	common PMDs	-0.769428424248891	NE2_KYSE510.T	KYSE510	-0.769428424248891
LINC02772	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
FCRL5	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
FCRL4	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
FCRL3	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
FCRL2	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
FCRL1	Shared LOCKs	common PMDs	-0.972489878289402	NE2_KYSE510.T	KYSE510	-0.972489878289402
CD5L	Shared LOCKs	common PMDs	-0.956072175591886	NE2_KYSE510.T	KYSE510	-0.956072175591886
KIRREL1-IT1	Tumor-loss LOCKs	common PMDs	-0.0825555321323648	NE2_KYSE510.T	KYSE510	-0.0825555321323648
LINC01704	Tumor-loss LOCKs	common PMDs	-0.181701198728673	NE2_KYSE510.T	KYSE510	-0.181701198728673
CD1D	Tumor-loss LOCKs	common PMDs	-0.985862123309111	NE2_KYSE510.T	KYSE510	-0.985862123309111
CD1A	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
CD1B	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
CD1C	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
CD1E	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
OR10T2	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
OR10K2	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
OR10K1	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
OR10R2	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
OR6Y1	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
OR6P1	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
OR10X1	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
OR10Z1	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
SPTA1	Shared LOCKs	common PMDs	-0.936408578047331	NE2_KYSE510.T	KYSE510	-0.936408578047331
OR6K2	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
OR6K3	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
OR6K6	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
OR6N1	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
OR6N2	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
MNDA	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PYHIN1	Shared LOCKs	common PMDs	-0.858065117310911	NE2_KYSE510.T	KYSE510	-0.858065117310911
AIM2	Shared LOCKs	common PMDs	-0.983572087155958	NE2_KYSE510.T	KYSE510	-0.983572087155958
CADM3	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
CADM3-AS1	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
ACKR1	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
SLAMF6	Shared LOCKs	common PMDs	-0.989976856503671	NE2_KYSE510.T	KYSE510	-0.989976856503671
CD84	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
SLAMF1	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
CD48	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
RXRG	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LRRC52-AS1	Shared LOCKs	common PMDs	-0.994774966019143	NE2_KYSE510.T	KYSE510	-0.994774966019143
LRRC52	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
FMO9P	Tumor-loss LOCKs	common PMDs	-0.533066524739078	NE2_KYSE510.T	KYSE510	-0.533066524739078
ILDR2	Shared LOCKs	common PMDs	-0.958190740586645	NE2_KYSE510.T	KYSE510	-0.958190740586645
MAEL	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
TNR	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PAPPA2	Tumor-gain LOCKs	common PMDs	-0.989724888315342	NE2_KYSE510.T	KYSE510	-0.989724888315342
ASTN1	Tumor-gain LOCKs	common PMDs	-0.995607553221337	NE2_KYSE510.T	KYSE510	-0.995607553221337
MIR488	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC01699	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
CACNA1E	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
C4BPA	Tumor-loss LOCKs	common PMDs	-0.938987098426707	NE2_KYSE510.T	KYSE510	-0.938987098426707
CR2	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
CR1	Tumor-loss LOCKs	common PMDs	-0.989923725458387	NE2_KYSE510.T	KYSE510	-0.989923725458387
LINC01735	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC02769	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC01717	Tumor-gain LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
SYT14	Shared LOCKs	common PMDs	-0.944102727833421	NE2_KYSE510.T	KYSE510	-0.944102727833421
HHAT	Tumor-gain LOCKs	common PMDs	-0.312183276159195	NE2_KYSE510.T	KYSE510	-0.312183276159195
KCNH1	Tumor-gain LOCKs	common PMDs	-0.97387365523263	NE2_KYSE510.T	KYSE510	-0.97387365523263
PROX1-AS1	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC00538	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
PROX1	Shared LOCKs	common PMDs	-1.00043418915311	NE2_KYSE510.T	KYSE510	-1.00043418915311
USH2A	Tumor-loss LOCKs	common PMDs	-0.773014631975627	NE2_KYSE510.T	KYSE510	-0.773014631975627
USH2A-AS2	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
USH2A-AS1	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
ESRRG	Shared LOCKs	common PMDs	-0.688240081548295	NE2_KYSE510.T	KYSE510	-0.688240081548295
LINC00210	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
LINC01653	Shared LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
DNAH14	Tumor-gain LOCKs	common PMDs	-0.863551737469233	NE2_KYSE510.T	KYSE510	-0.863551737469233
LINC01737	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
TRIM67	Tumor-loss LOCKs	common PMDs	-0.865208427366615	NE2_KYSE510.T	KYSE510	-0.865208427366615
TRIM67-AS1	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
SLC35F3	Shared LOCKs	common PMDs	-0.908509823706788	NE2_KYSE510.T	KYSE510	-0.908509823706788
SLC35F3-AS1	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
MT1HL1	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
RYR2	Tumor-loss LOCKs	common PMDs	-0.725045249566855	NE2_KYSE510.T	KYSE510	-0.725045249566855
MIR4428	Tumor-loss LOCKs	common PMDs	-0.159868125633322	NE2_KYSE510.T	KYSE510	-0.159868125633322
RPS7P5	Tumor-loss LOCKs	common PMDs	-1.00515515552036	NE2_KYSE510.T	KYSE510	-1.00515515552036
FMN2	Tumor-loss LOCKs	common PMDs	-0.987788242009312	NE2_KYSE510.T	KYSE510	-0.987788242009312
