gene_name	LOCK_group	MD_anno	mean_exp	index	TorN	mean_exp_winsorize
PLA2G5	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC01756	Shared LOCKs	common PMDs	-0.664230039256392	NE2_KYSE510.N	NE2	-0.664230039256392
LINC01648	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
CSMD2	Tumor-gain LOCKs	common PMDs	-1.0157778243191	NE2_KYSE510.N	NE2	-1.0157778243191
HMGB4	Tumor-gain LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
CSMD2-AS1	Tumor-gain LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
C1orf94	Tumor-gain LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
GRIK3	Tumor-gain LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
MIR4255	Tumor-gain LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC01343	Shared LOCKs	common PMDs	-0.887720125819066	NE2_KYSE510.N	NE2	-0.887720125819066
LINC01685	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
CYP4B1	Tumor-loss LOCKs	common PMDs	-0.424768441500608	NE2_KYSE510.N	NE2	-0.424768441500608
CYP4Z2P	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
CYP4A11	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC02794	Tumor-gain LOCKs	common PMDs	-0.898785569660174	NE2_KYSE510.N	NE2	-0.898785569660174
SKINT1L	Tumor-gain LOCKs	common PMDs	0.177658781895835	NE2_KYSE510.N	NE2	0.177658781895835
ELAVL4	Tumor-gain LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
ELAVL4-AS1	Tumor-gain LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
FYB2	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
C8A	Shared LOCKs	common PMDs	-1.00831435675972	NE2_KYSE510.N	NE2	-1.00831435675972
C8B	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
DAB1	Tumor-gain LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
DAB1-AS1	Tumor-gain LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
C1orf87	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC02778	Tumor-gain LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC01739	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC00466	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LHX8	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
MSH4	Tumor-loss LOCKs	common PMDs	-0.53791411153638	NE2_KYSE510.N	NE2	-0.53791411153638
ASB17	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
ST6GALNAC3	Tumor-loss LOCKs	common PMDs	-0.89871261045077	NE2_KYSE510.N	NE2	-0.89871261045077
LINC02567	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
COL24A1	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC02787	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SNORD3G	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
HFM1	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC01760	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC01761	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC02607	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC02790	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
MIR7852	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
VAV3-AS1	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC02785	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
NBPF6	Tumor-loss LOCKs	common PMDs	-1.01187896923744	NE2_KYSE510.N	NE2	-1.01187896923744
UBL4B	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SLC6A17	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SLC6A17-AS1	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
KCNA2	Shared LOCKs	common PMDs	-1.02286379336868	NE2_KYSE510.N	NE2	-1.02286379336868
KCNA3	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
CD53	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
PIFO	Tumor-loss LOCKs	common PMDs	-0.145209696455815	NE2_KYSE510.N	NE2	-0.145209696455815
PGBP	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
KCND3	Shared LOCKs	common PMDs	-0.890846514404565	NE2_KYSE510.N	NE2	-0.890846514404565
KCND3-IT1	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
KCND3-AS1	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC01750	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC02884	Tumor-gain LOCKs	common PMDs	-0.232425345506041	NE2_KYSE510.N	NE2	-0.232425345506041
SYT6	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
AMPD1	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SYCP1	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
PDE4DIPP5	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
NBPF25P	Tumor-loss LOCKs	common PMDs	-0.582737996920582	NE2_KYSE510.N	NE2	-0.582737996920582
HYDIN2	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC00624	Tumor-loss LOCKs	common PMDs	-0.19426076237689	NE2_KYSE510.N	NE2	-0.19426076237689
PPIAL4C	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC00869	Tumor-loss LOCKs	common PMDs	-0.892074147681428	NE2_KYSE510.N	NE2	-0.892074147681428
PDE4DIPP7	Tumor-loss LOCKs	common PMDs	-0.966851628235837	NE2_KYSE510.N	NE2	-0.966851628235837
FCGR1A	Tumor-loss LOCKs	common PMDs	-0.878768418076486	NE2_KYSE510.N	NE2	-0.878768418076486
TCHH	Tumor-loss LOCKs	common PMDs	-0.869836742388231	NE2_KYSE510.N	NE2	-0.869836742388231
RPTN	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
HRNR	Tumor-loss LOCKs	common PMDs	-0.957476653717298	NE2_KYSE510.N	NE2	-0.957476653717298
FLG	Tumor-loss LOCKs	common PMDs	-0.701575873495641	NE2_KYSE510.N	NE2	-0.701575873495641
FLG-AS1	Tumor-loss LOCKs	common PMDs	-0.946273817195819	NE2_KYSE510.N	NE2	-0.946273817195819
FLG2	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LCE5A	Tumor-loss LOCKs	common PMDs	-0.976195635392766	NE2_KYSE510.N	NE2	-0.976195635392766
CRCT1	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LCE3E	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LCE3D	Tumor-loss LOCKs	common PMDs	0.0472396489090963	NE2_KYSE510.N	NE2	0.0472396489090963
LCE3C	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LCE3B	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LCE3A	Tumor-loss LOCKs	common PMDs	-0.450528026254578	NE2_KYSE510.N	NE2	-0.450528026254578
LCE2D	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LCE2C	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LCE2A	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LCE4A	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
C1orf68	Tumor-loss LOCKs	common PMDs	-0.44561912130178	NE2_KYSE510.N	NE2	-0.44561912130178
KPRP	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LCE1F	Tumor-loss LOCKs	common PMDs	-0.830335137087719	NE2_KYSE510.N	NE2	-0.830335137087719
LCE1E	Tumor-loss LOCKs	common PMDs	-0.379603270039668	NE2_KYSE510.N	NE2	-0.379603270039668
LCE1D	Tumor-loss LOCKs	common PMDs	-0.793157041815678	NE2_KYSE510.N	NE2	-0.793157041815678
LCE1C	Tumor-loss LOCKs	common PMDs	0.467967977611844	NE2_KYSE510.N	NE2	0.467967977611844
LCE1B	Tumor-loss LOCKs	common PMDs	-0.186109178298469	NE2_KYSE510.N	NE2	-0.186109178298469
LCE1A	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LCE6A	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SMCP	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
IVL	Tumor-loss LOCKs	common PMDs	-1.00664764637703	NE2_KYSE510.N	NE2	-1.00664764637703
LINC01527	Tumor-loss LOCKs	common PMDs	-1.00514162262772	NE2_KYSE510.N	NE2	-1.00514162262772
SPRR4	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SPRR1A	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SPRR3	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SPRR1B	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SPRR2D	Tumor-loss LOCKs	common PMDs	-0.242233090276301	NE2_KYSE510.N	NE2	-0.242233090276301
SPRR2A	Tumor-loss LOCKs	common PMDs	0.0205733752597182	NE2_KYSE510.N	NE2	0.0205733752597182
SPRR2B	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SPRR2E	Tumor-loss LOCKs	common PMDs	-0.945430297000931	NE2_KYSE510.N	NE2	-0.945430297000931
SPRR2F	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SPRR2C	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SPRR2G	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LELP1	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
PRR9	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LORICRIN	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
PGLYRP3	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
PGLYRP4	Shared LOCKs	common PMDs	-0.853073544904329	NE2_KYSE510.N	NE2	-0.853073544904329
S100A12	Shared LOCKs	common PMDs	0.0154551004034948	NE2_KYSE510.N	NE2	0.0154551004034948
KCNN3	Shared LOCKs	common PMDs	-1.01224857818108	NE2_KYSE510.N	NE2	-1.01224857818108
LINC02772	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
FCRL5	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
FCRL4	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
FCRL3	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
FCRL2	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
FCRL1	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
CD5L	Shared LOCKs	common PMDs	-1.00069404403982	NE2_KYSE510.N	NE2	-1.00069404403982
KIRREL1-IT1	Tumor-loss LOCKs	common PMDs	0.273326770651011	NE2_KYSE510.N	NE2	0.273326770651011
LINC01704	Tumor-loss LOCKs	common PMDs	0.859193272189287	NE2_KYSE510.N	NE2	0.859193272189287
CD1D	Tumor-loss LOCKs	common PMDs	1.15184291056983	NE2_KYSE510.N	NE2	1.15184291056983
CD1A	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
CD1B	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
CD1C	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
CD1E	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
OR10T2	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
OR10K2	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
OR10K1	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
OR10R2	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
OR6Y1	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
OR6P1	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
OR10X1	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
OR10Z1	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SPTA1	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
OR6K2	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
OR6K3	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
OR6K6	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
OR6N1	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
OR6N2	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
MNDA	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
PYHIN1	Shared LOCKs	common PMDs	-0.822478685042317	NE2_KYSE510.N	NE2	-0.822478685042317
AIM2	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
CADM3	Shared LOCKs	common PMDs	0.382477285309776	NE2_KYSE510.N	NE2	0.382477285309776
CADM3-AS1	Shared LOCKs	common PMDs	-0.708712948547723	NE2_KYSE510.N	NE2	-0.708712948547723
ACKR1	Shared LOCKs	common PMDs	-0.663921349294586	NE2_KYSE510.N	NE2	-0.663921349294586
SLAMF6	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
CD84	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SLAMF1	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
CD48	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
RXRG	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LRRC52-AS1	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LRRC52	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
FMO9P	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
ILDR2	Shared LOCKs	common PMDs	-0.984650673358521	NE2_KYSE510.N	NE2	-0.984650673358521
MAEL	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
TNR	Shared LOCKs	common PMDs	-1.02302947715413	NE2_KYSE510.N	NE2	-1.02302947715413
PAPPA2	Tumor-gain LOCKs	common PMDs	-1.00132456606304	NE2_KYSE510.N	NE2	-1.00132456606304
ASTN1	Tumor-gain LOCKs	common PMDs	-1.01937323675213	NE2_KYSE510.N	NE2	-1.01937323675213
MIR488	Tumor-gain LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC01699	Shared LOCKs	common PMDs	-0.43658130296633	NE2_KYSE510.N	NE2	-0.43658130296633
CACNA1E	Shared LOCKs	common PMDs	-1.00375421284578	NE2_KYSE510.N	NE2	-1.00375421284578
C4BPA	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
CR2	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
CR1	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC01735	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC02769	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC01717	Tumor-gain LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SYT14	Shared LOCKs	common PMDs	-1.00428710734814	NE2_KYSE510.N	NE2	-1.00428710734814
HHAT	Tumor-gain LOCKs	common PMDs	0.0576856486970028	NE2_KYSE510.N	NE2	0.0576856486970028
KCNH1	Tumor-gain LOCKs	common PMDs	-1.01058738260333	NE2_KYSE510.N	NE2	-1.01058738260333
PROX1-AS1	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC00538	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
PROX1	Shared LOCKs	common PMDs	-0.980287822939818	NE2_KYSE510.N	NE2	-0.980287822939818
USH2A	Tumor-loss LOCKs	common PMDs	-0.621317913620355	NE2_KYSE510.N	NE2	-0.621317913620355
USH2A-AS2	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
USH2A-AS1	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
ESRRG	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC00210	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINC01653	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
DNAH14	Tumor-gain LOCKs	common PMDs	0.326021629411826	NE2_KYSE510.N	NE2	0.326021629411826
LINC01737	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
TRIM67	Tumor-loss LOCKs	common PMDs	-0.924465076350921	NE2_KYSE510.N	NE2	-0.924465076350921
TRIM67-AS1	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SLC35F3	Shared LOCKs	common PMDs	-0.975120226994379	NE2_KYSE510.N	NE2	-0.975120226994379
SLC35F3-AS1	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
MT1HL1	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
RYR2	Tumor-loss LOCKs	common PMDs	-0.912307719461864	NE2_KYSE510.N	NE2	-0.912307719461864
MIR4428	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
RPS7P5	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
FMN2	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
GREM2	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
RGS7	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
MIR3123	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
PLD5	Tumor-gain LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
NLRP3	Tumor-gain LOCKs	common PMDs	-1.00416175407426	NE2_KYSE510.N	NE2	-1.00416175407426
OR2B11	Tumor-gain LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
OR2W5P	Tumor-gain LOCKs	common PMDs	-0.919429327257725	NE2_KYSE510.N	NE2	-0.919429327257725
GCSAML	Tumor-gain LOCKs	common PMDs	-0.999457090895121	NE2_KYSE510.N	NE2	-0.999457090895121
OR2C3	Tumor-gain LOCKs	common PMDs	-1.00389116237662	NE2_KYSE510.N	NE2	-1.00389116237662
PRKCQ	Tumor-loss LOCKs	common PMDs	0.037943737736198	NE2_KYSE510.N	NE2	0.037943737736198
PRKCQ-AS1	Tumor-loss LOCKs	common PMDs	0.412869641325173	NE2_KYSE510.N	NE2	0.412869641325173
LINC02648	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
LINP1	Tumor-loss LOCKs	common PMDs	1.16767566069521	NE2_KYSE510.N	NE2	1.16767566069521
LINC00706	Tumor-loss LOCKs	common PMDs	0.423062946278156	NE2_KYSE510.N	NE2	0.423062946278156
LINC02665	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SFMBT2	Tumor-loss LOCKs	common PMDs	-0.946413560947574	NE2_KYSE510.N	NE2	-0.946413560947574
LINC02642	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
ITIH5	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
ARMC3	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
C10orf67	Tumor-loss LOCKs	common PMDs	-0.219670224844001	NE2_KYSE510.N	NE2	-0.219670224844001
MKX	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
MKX-AS1	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
ODAD2	Tumor-loss LOCKs	common PMDs	-0.826140258712111	NE2_KYSE510.N	NE2	-0.826140258712111
RSU1P2	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
ANKRD30BP3	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
MIR3156-1	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
OR13A1	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
FAM25E	Tumor-loss LOCKs	common PMDs	-0.508618692703704	NE2_KYSE510.N	NE2	-0.508618692703704
AGAP4	Tumor-loss LOCKs	common PMDs	0.355390841274183	NE2_KYSE510.N	NE2	0.355390841274183
AGAP7P	Tumor-loss LOCKs	common PMDs	-0.612693165362233	NE2_KYSE510.N	NE2	-0.612693165362233
HNRNPA1P33	Tumor-loss LOCKs	common PMDs	0.468403551110535	NE2_KYSE510.N	NE2	0.468403551110535
NPY4R	Tumor-loss LOCKs	common PMDs	-0.918005446899999	NE2_KYSE510.N	NE2	-0.918005446899999
SHLD2P1	Tumor-loss LOCKs	common PMDs	-0.178996988359674	NE2_KYSE510.N	NE2	-0.178996988359674
LINC02637	Tumor-loss LOCKs	common PMDs	0.0850517558449367	NE2_KYSE510.N	NE2	0.0850517558449367
AGAP13P	Tumor-loss LOCKs	common PMDs	-0.0241744548157267	NE2_KYSE510.N	NE2	-0.0241744548157267
FRMPD2B	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
PTPN20	Tumor-loss LOCKs	common PMDs	-1.01683988162003	NE2_KYSE510.N	NE2	-1.01683988162003
AGAP9	Tumor-loss LOCKs	common PMDs	0.229800740868037	NE2_KYSE510.N	NE2	0.229800740868037
BMS1P2	Tumor-loss LOCKs	common PMDs	-0.57175252761509	NE2_KYSE510.N	NE2	-0.57175252761509
CTSLP2	Tumor-loss LOCKs	common PMDs	-0.885223019982808	NE2_KYSE510.N	NE2	-0.885223019982808
LINC02675	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
SHLD2P3	Tumor-loss LOCKs	common PMDs	-0.0129258552053853	NE2_KYSE510.N	NE2	-0.0129258552053853
NPY4R2	Tumor-loss LOCKs	common PMDs	-0.749579723400447	NE2_KYSE510.N	NE2	-0.749579723400447
FAM25C	Tumor-loss LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
AGAP12P	Tumor-loss LOCKs	common PMDs	-0.353324045452878	NE2_KYSE510.N	NE2	-0.353324045452878
WDFY4	Shared LOCKs	common PMDs	-1.00327108553891	NE2_KYSE510.N	NE2	-1.00327108553891
LRRC18	Shared LOCKs	common PMDs	-1.02636188061569	NE2_KYSE510.N	NE2	-1.02636188061569
