gene_name	LOCK_group	MD_anno	mean_exp	index	TorN	mean_exp_winsorize
MRM1	Tumor-loss LOCKs	common PMDs	1.32201852127735	NE2_KYSE450.T	KYSE450	1.32201852127735
KRT25	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
KRT26	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
KRT27	Tumor-loss LOCKs	common PMDs	-0.923052659387692	NE2_KYSE450.T	KYSE450	-0.923052659387692
KRT28	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
SKAP1	Tumor-loss LOCKs	common PMDs	-0.961231077390896	NE2_KYSE450.T	KYSE450	-0.961231077390896
DLX4	Tumor-loss LOCKs	common PMDs	-0.763742573058324	NE2_KYSE450.T	KYSE450	-0.763742573058324
DLX3	Tumor-loss LOCKs	common PMDs	-0.87526663370321	NE2_KYSE450.T	KYSE450	-0.87526663370321
LINC02073	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
ANKFN1	Tumor-gain LOCKs	common PMDs	-0.992753857762915	NE2_KYSE450.T	KYSE450	-0.992753857762915
EPX	Tumor-loss LOCKs	common PMDs	-0.689327510600044	NE2_KYSE450.T	KYSE450	-0.689327510600044
EFCAB3	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
ROCR	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01152	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
SOX9-AS1	Tumor-loss LOCKs	common PMDs	-0.949882614914021	NE2_KYSE450.T	KYSE450	-0.949882614914021
LINC02097	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
SDK2	Tumor-gain LOCKs	common PMDs	-0.967417209737205	NE2_KYSE450.T	KYSE450	-0.967417209737205
LINC00469	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC02092	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC02074	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
MGC16275	Tumor-loss LOCKs	common PMDs	-0.0813183597173552	NE2_KYSE450.T	KYSE450	-0.0813183597173552
TTYH2	Tumor-loss LOCKs	common PMDs	0.260557752852744	NE2_KYSE450.T	KYSE450	0.260557752852744
DNAI2	Tumor-loss LOCKs	common PMDs	-0.981383962136413	NE2_KYSE450.T	KYSE450	-0.981383962136413
CD300LB	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
CD300C	Shared LOCKs	common PMDs	-0.856382307394696	NE2_KYSE450.T	KYSE450	-0.856382307394696
CD300LD	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
CD300E	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01987	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01973	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
RBFOX3	Shared LOCKs	common PMDs	-0.818236234168191	NE2_KYSE450.T	KYSE450	-0.818236234168191
LINC01892	Tumor-gain LOCKs	common PMDs	-0.938775933643179	NE2_KYSE450.T	KYSE450	-0.938775933643179
AKAIN1	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC00526	Tumor-gain LOCKs	common PMDs	-0.0191465818131071	NE2_KYSE450.T	KYSE450	-0.0191465818131071
EPB41L3	Tumor-gain LOCKs	common PMDs	-0.867505131169433	NE2_KYSE450.T	KYSE450	-0.867505131169433
MIR3976HG	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
MIR3976	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
TMEM200C	Tumor-gain LOCKs	common PMDs	-0.99022727335019	NE2_KYSE450.T	KYSE450	-0.99022727335019
LINC01887	Tumor-loss LOCKs	common PMDs	-0.848346364106637	NE2_KYSE450.T	KYSE450	-0.848346364106637
PIEZO2	Tumor-loss LOCKs	common PMDs	-0.989674758300638	NE2_KYSE450.T	KYSE450	-0.989674758300638
MIR6788	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01928	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01255	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
SLC35G4	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
GNAL	Tumor-loss LOCKs	common PMDs	0.286332070898725	NE2_KYSE450.T	KYSE450	0.286332070898725
ANKRD62	Tumor-loss LOCKs	common PMDs	-0.85417189247406	NE2_KYSE450.T	KYSE450	-0.85417189247406
LINC01915	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01894	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
ZNF521	Tumor-gain LOCKs	common PMDs	-0.959663481194092	NE2_KYSE450.T	KYSE450	-0.959663481194092
KLHL14	Tumor-loss LOCKs	common PMDs	-0.979861196811858	NE2_KYSE450.T	KYSE450	-0.979861196811858
CELF4	Tumor-gain LOCKs	common PMDs	-0.954799032888776	NE2_KYSE450.T	KYSE450	-0.954799032888776
MIR4318	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
SLC14A1	Tumor-loss LOCKs	common PMDs	-0.992172211260599	NE2_KYSE450.T	KYSE450	-0.992172211260599
LOXHD1	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
ST8SIA5	Tumor-loss LOCKs	common PMDs	-0.989965358360992	NE2_KYSE450.T	KYSE450	-0.989965358360992
SKOR2	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
MIR4527HG	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
MIR4527	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
MAPK4	Tumor-loss LOCKs	common PMDs	-0.992676571347121	NE2_KYSE450.T	KYSE450	-0.992676571347121
GRP	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
RAX	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01922	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
DIPK1C	Tumor-loss LOCKs	common PMDs	-0.948736162373081	NE2_KYSE450.T	KYSE450	-0.948736162373081
LINC01029	Tumor-gain LOCKs	common PMDs	-0.974973351139676	NE2_KYSE450.T	KYSE450	-0.974973351139676
OR7A5	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
OR7A10	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
OR7A17	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
OR7C2	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
SLC1A6	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
CCDC105	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
CASP14	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
OR1I1	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC00906	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01532	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
UQCRFS1-DT	Tumor-gain LOCKs	common PMDs	-0.837014420793819	NE2_KYSE450.T	KYSE450	-0.837014420793819
VSTM2B-DT	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
VSTM2B	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
CHST8	Tumor-gain LOCKs	common PMDs	-0.883426913673508	NE2_KYSE450.T	KYSE450	-0.883426913673508
MAG	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
CD22	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
FFAR1	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
FFAR3	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
GPR42	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01531	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
SYCN	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
IFNL3	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
IFNL4	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
IFNL2	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
IFNL1	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LGALS13	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LGALS16	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LGALS17A	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LGALS14	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
CLC	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LEUTX	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
CYP2B7P	Shared LOCKs	common PMDs	-0.964462661274639	NE2_KYSE450.T	KYSE450	-0.964462661274639
CYP2B6	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
CYP2F1	Tumor-loss LOCKs	common PMDs	-0.952521688638541	NE2_KYSE450.T	KYSE450	-0.952521688638541
LINC01480	Shared LOCKs	common PMDs	-0.972698857201205	NE2_KYSE450.T	KYSE450	-0.972698857201205
CEACAM21	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
CEACAM4	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
CEACAM7	Shared LOCKs	common PMDs	-0.785248422325043	NE2_KYSE450.T	KYSE450	-0.785248422325043
PSG3	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
PSG8	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
PSG8-AS1	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
PSG10P	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
PSG1	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
PSG6	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
PSG7	Tumor-gain LOCKs	common PMDs	-0.990792965108145	NE2_KYSE450.T	KYSE450	-0.990792965108145
BSPH1	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
ELSPBP1	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
CABP5	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
PLA2G4C	Tumor-gain LOCKs	common PMDs	-0.937444602915882	NE2_KYSE450.T	KYSE450	-0.937444602915882
PLA2G4C-AS1	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
C19orf81	Tumor-gain LOCKs	common PMDs	0.201289980602092	NE2_KYSE450.T	KYSE450	0.201289980602092
SHANK1	Tumor-gain LOCKs	common PMDs	-0.974390001576015	NE2_KYSE450.T	KYSE450	-0.974390001576015
CLEC11A	Tumor-gain LOCKs	common PMDs	0.152369276932695	NE2_KYSE450.T	KYSE450	0.152369276932695
GPR32	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
ACP4	Tumor-gain LOCKs	common PMDs	0.251375073866534	NE2_KYSE450.T	KYSE450	0.251375073866534
SNORD88B	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
SNORD88C	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01869	Tumor-gain LOCKs	common PMDs	-0.875501371898699	NE2_KYSE450.T	KYSE450	-0.875501371898699
KLK1	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
KLK15	Tumor-gain LOCKs	common PMDs	-0.977020606230484	NE2_KYSE450.T	KYSE450	-0.977020606230484
KLK3	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
KLK2	Tumor-gain LOCKs	common PMDs	-0.984913179243992	NE2_KYSE450.T	KYSE450	-0.984913179243992
KLKP1	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
KLK9	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
KLK11	Tumor-gain LOCKs	common PMDs	0.268457437270862	NE2_KYSE450.T	KYSE450	0.268457437270862
KLK13	Tumor-gain LOCKs	common PMDs	-0.869188349266732	NE2_KYSE450.T	KYSE450	-0.869188349266732
KLK14	Tumor-gain LOCKs	common PMDs	-0.534783653883986	NE2_KYSE450.T	KYSE450	-0.534783653883986
SIGLEC9	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
SIGLEC7	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
SIGLEC17P	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
MIR8074	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
CD33	Tumor-gain LOCKs	common PMDs	-0.991678725408743	NE2_KYSE450.T	KYSE450	-0.991678725408743
SIGLECL1	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01872	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LILRB5	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LILRB2	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
MIR4752	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LILRA5	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LILRA4	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LAIR1	Tumor-gain LOCKs	common PMDs	-0.993719800272233	NE2_KYSE450.T	KYSE450	-0.993719800272233
LAIR2	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
KIR3DX1	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LILRA2	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LILRA1	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
NLRP9	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
RFPL4A	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
RFPL4AL1	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
NLRP11	Tumor-gain LOCKs	common PMDs	-0.925890583017256	NE2_KYSE450.T	KYSE450	-0.925890583017256
NLRP4	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
NLRP13	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
NLRP8	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
NLRP5	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
MYT1L	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
DCDC2C	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01304	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
SOX11	Tumor-gain LOCKs	common PMDs	-0.994153371269084	NE2_KYSE450.T	KYSE450	-0.994153371269084
LINC01810	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC00487	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
APOB	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
TDRD15	Shared LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
ALK	Shared LOCKs	common PMDs	-0.630169126782128	NE2_KYSE450.T	KYSE450	-0.630169126782128
CCDC85A	Tumor-loss LOCKs	common PMDs	-0.922510129676674	NE2_KYSE450.T	KYSE450	-0.922510129676674
LINC01122	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01793	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
MIR4778	Tumor-loss LOCKs	common PMDs	-0.26296705951636	NE2_KYSE450.T	KYSE450	-0.26296705951636
LINC01873	Tumor-loss LOCKs	common PMDs	-0.23736041427944	NE2_KYSE450.T	KYSE450	-0.23736041427944
MEIS1-AS3	Tumor-loss LOCKs	common PMDs	-0.0334181863494566	NE2_KYSE450.T	KYSE450	-0.0334181863494566
ADD2	Tumor-loss LOCKs	common PMDs	-0.0780846109221813	NE2_KYSE450.T	KYSE450	-0.0780846109221813
FIGLA	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
CLEC4F	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
CD207	Tumor-loss LOCKs	common PMDs	-0.926313249226781	NE2_KYSE450.T	KYSE450	-0.926313249226781
LINC01143	Tumor-loss LOCKs	common PMDs	-0.802097048615921	NE2_KYSE450.T	KYSE450	-0.802097048615921
MIR4436A	Tumor-gain LOCKs	common PMDs	-0.630801601059986	NE2_KYSE450.T	KYSE450	-0.630801601059986
ANKRD20A8P	Shared LOCKs	common PMDs	-0.992868512902058	NE2_KYSE450.T	KYSE450	-0.992868512902058
TEKT4	Shared LOCKs	common PMDs	-0.978579386079782	NE2_KYSE450.T	KYSE450	-0.978579386079782
FAHD2B	Tumor-loss LOCKs	common PMDs	0.905765413443958	NE2_KYSE450.T	KYSE450	0.905765413443958
CNGA3	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
AFF3	Shared LOCKs	common PMDs	-0.991756989896963	NE2_KYSE450.T	KYSE450	-0.991756989896963
LINC01104	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LONRF2	Tumor-loss LOCKs	common PMDs	-0.755927490217885	NE2_KYSE450.T	KYSE450	-0.755927490217885
CHST10	Tumor-loss LOCKs	common PMDs	0.543907038713855	NE2_KYSE450.T	KYSE450	0.543907038713855
LINC01831	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01102	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01103	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01114	Tumor-loss LOCKs	common PMDs	-0.987051790756893	NE2_KYSE450.T	KYSE450	-0.987051790756893
PANTR1	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
MRPS9-AS2	Tumor-loss LOCKs	common PMDs	-0.454500080397767	NE2_KYSE450.T	KYSE450	-0.454500080397767
ANAPC1P6	Tumor-loss LOCKs	common PMDs	-0.288163156782758	NE2_KYSE450.T	KYSE450	-0.288163156782758
PLGLA	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
RGPD3	Tumor-loss LOCKs	common PMDs	-0.0742171656004035	NE2_KYSE450.T	KYSE450	-0.0742171656004035
EN1	Tumor-loss LOCKs	common PMDs	0.645745781086305	NE2_KYSE450.T	KYSE450	0.645745781086305
MARCO	Shared LOCKs	common PMDs	-0.892999616752305	NE2_KYSE450.T	KYSE450	-0.892999616752305
PLAC9P1	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01856	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
RAB6C-AS1	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
RAB6C	Tumor-loss LOCKs	common PMDs	-0.845475257006086	NE2_KYSE450.T	KYSE450	-0.845475257006086
FAR2P1	Tumor-loss LOCKs	common PMDs	0.37196971283258	NE2_KYSE450.T	KYSE450	0.37196971283258
CYP4F62P	Tumor-loss LOCKs	common PMDs	-0.910701894076315	NE2_KYSE450.T	KYSE450	-0.910701894076315
POTEI	Tumor-loss LOCKs	common PMDs	-0.526523374715207	NE2_KYSE450.T	KYSE450	-0.526523374715207
POTEJ	Tumor-loss LOCKs	common PMDs	-0.64475832335092	NE2_KYSE450.T	KYSE450	-0.64475832335092
CYP4F30P	Tumor-loss LOCKs	common PMDs	-0.980171629990908	NE2_KYSE450.T	KYSE450	-0.980171629990908
GPR148	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
POTEE	Tumor-loss LOCKs	common PMDs	0.301504835035204	NE2_KYSE450.T	KYSE450	0.301504835035204
RAB6D	Tumor-loss LOCKs	common PMDs	-0.935063004921079	NE2_KYSE450.T	KYSE450	-0.935063004921079
CDRT15P3	Tumor-loss LOCKs	common PMDs	-0.96125887408033	NE2_KYSE450.T	KYSE450	-0.96125887408033
LINC01945	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
KIF5C	Tumor-loss LOCKs	common PMDs	-0.810662264397052	NE2_KYSE450.T	KYSE450	-0.810662264397052
AHCTF1P1	Tumor-loss LOCKs	common PMDs	-0.81367793284245	NE2_KYSE450.T	KYSE450	-0.81367793284245
SLC4A10	Tumor-loss LOCKs	common PMDs	-0.992630233084759	NE2_KYSE450.T	KYSE450	-0.992630233084759
GCG	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
CHN1	Tumor-loss LOCKs	common PMDs	-0.212475700327806	NE2_KYSE450.T	KYSE450	-0.212475700327806
LINC01116	Tumor-loss LOCKs	common PMDs	-0.294162674661592	NE2_KYSE450.T	KYSE450	-0.294162674661592
LINC01117	Tumor-loss LOCKs	common PMDs	-0.784629652280297	NE2_KYSE450.T	KYSE450	-0.784629652280297
CDK15	Tumor-loss LOCKs	common PMDs	-0.991890765172601	NE2_KYSE450.T	KYSE450	-0.991890765172601
ICOS	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
ADAM23	Tumor-loss LOCKs	common PMDs	-0.125372334173276	NE2_KYSE450.T	KYSE450	-0.125372334173276
FAM237A	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
DYTN	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
TNP1	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
LINC01921	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
CXCR2	Tumor-loss LOCKs	common PMDs	-0.985065231043042	NE2_KYSE450.T	KYSE450	-0.985065231043042
CXCR1	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
PAX3	Tumor-loss LOCKs	common PMDs	-0.805076892222541	NE2_KYSE450.T	KYSE450	-0.805076892222541
COL6A3	Tumor-gain LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
DEFB125	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
DEFB126	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
DEFB127	Tumor-loss LOCKs	common PMDs	-0.999587469077771	NE2_KYSE450.T	KYSE450	-0.999587469077771
