Typical peaks.E057	Typical peaks.E061	Typical peaks.E070	Typical peaks.E058	Typical peaks.E012	Typical peaks.E055	Typical peaks.E124	Typical peaks.E029	Typical peaks.E112	Typical peaks.E093	Typical peaks.E065	Typical peaks.E031	Typical peaks.E098	Typical peaks.E007	Typical peaks.E075	Typical peaks.E090	Typical peaks.E107	Typical peaks.E089	Typical peaks.E051	Typical peaks.E108	Typical peaks.E036	Typical peaks.E050	Typical peaks.E091	Typical peaks.E078	Typical peaks.E092	Typical peaks.E103	Typical peaks.E063	Typical peaks.E059	Typical peaks.E109	Typical peaks.E077	Typical peaks.E084	Typical peaks.E030	Typical peaks.E080	Typical peaks.E085	Typical peaks.E111	Typical peaks.E027	Typical peaks.E100	Typical peaks.E034	Typical peaks.E071	Typical peaks.E106	Typical peaks.E043	Typical peaks.E101	Typical peaks.E088	Typical peaks.E073	Typical peaks.E095	Typical peaks.E105	Typical peaks.E041	Typical peaks.E072	Typical peaks.E102	Typical peaks.E125	Typical peaks.E017	Typical peaks.E129	Typical peaks.E047	Typical peaks.E044	Typical peaks.E069	Typical peaks.E013	Typical peaks.E025	Typical peaks.E032	Typical peaks.E039	Typical peaks.E110	Typical peaks.E062	Typical peaks.E046	Typical peaks.E006	Typical peaks.E079	Typical peaks.E082	Typical peaks.E081	Typical peaks.E128	Typical peaks.E127	Typical peaks.E054	Typical peaks.E023	Typical peaks.E119	Typical peaks.E074	Typical peaks.E010	Typical peaks.E121	Typical peaks.E122	Typical peaks.E067	Typical peaks.E052	Typical peaks.E042	Typical peaks.E066	Typical peaks.E113	Typical peaks.E099	Typical peaks.E053	Typical peaks.E096	Typical peaks.E083	Typical peaks.E056	Typical peaks.E045	Typical peaks.E049	Typical peaks.E009	Typical peaks.E126	Typical peaks.E120	Typical peaks.E087	Typical peaks.E026	Typical peaks.E005	Typical peaks.E068	Typical peaks.E076	Typical peaks.E035	Typical peaks.E086	Typical peaks.E028	Typical peaks.E011	Typical peaks.E033	Typical peaks.E040	Typical peaks.E097	Typical peaks.E004	Typical peaks.E038	Typical peaks.E048	Typical peaks.E116	Typical peaks.E037	Typical peaks.E094	Typical peaks.E104	Peaks in long LOCKs.E057	Peaks in long LOCKs.E061	Peaks in long LOCKs.E070	Peaks in long LOCKs.E058	Peaks in long LOCKs.E012	Peaks in long LOCKs.E055	Peaks in long LOCKs.E124	Peaks in long LOCKs.E029	Peaks in long LOCKs.E112	Peaks in long LOCKs.E093	Peaks in long LOCKs.E065	Peaks in long LOCKs.E031	Peaks in long LOCKs.E098	Peaks in long LOCKs.E007	Peaks in long LOCKs.E075	Peaks in long LOCKs.E090	Peaks in long LOCKs.E107	Peaks in long LOCKs.E089	Peaks in long LOCKs.E051	Peaks in long LOCKs.E108	Peaks in long LOCKs.E036	Peaks in long LOCKs.E050	Peaks in long LOCKs.E091	Peaks in long LOCKs.E078	Peaks in long LOCKs.E092	Peaks in long LOCKs.E103	Peaks in long LOCKs.E063	Peaks in long LOCKs.E059	Peaks in long LOCKs.E109	Peaks in long LOCKs.E077	Peaks in long LOCKs.E084	Peaks in long LOCKs.E030	Peaks in long LOCKs.E080	Peaks in long LOCKs.E085	Peaks in long LOCKs.E111	Peaks in long LOCKs.E027	Peaks in long LOCKs.E100	Peaks in long LOCKs.E034	Peaks in long LOCKs.E071	Peaks in long LOCKs.E106	Peaks in long LOCKs.E043	Peaks in long LOCKs.E101	Peaks in long LOCKs.E088	Peaks in long LOCKs.E073	Peaks in long LOCKs.E095	Peaks in long LOCKs.E105	Peaks in long LOCKs.E041	Peaks in long LOCKs.E072	Peaks in long LOCKs.E102	Peaks in long LOCKs.E125	Peaks in long LOCKs.E017	Peaks in long LOCKs.E129	Peaks in long LOCKs.E047	Peaks in long LOCKs.E044	Peaks in long LOCKs.E069	Peaks in long LOCKs.E013	Peaks in long LOCKs.E025	Peaks in long LOCKs.E032	Peaks in long LOCKs.E039	Peaks in long LOCKs.E110	Peaks in long LOCKs.E062	Peaks in long LOCKs.E046	Peaks in long LOCKs.E006	Peaks in long LOCKs.E079	Peaks in long LOCKs.E082	Peaks in long LOCKs.E081	Peaks in long LOCKs.E128	Peaks in long LOCKs.E127	Peaks in long LOCKs.E054	Peaks in long LOCKs.E023	Peaks in long LOCKs.E119	Peaks in long LOCKs.E074	Peaks in long LOCKs.E010	Peaks in long LOCKs.E121	Peaks in long LOCKs.E122	Peaks in long LOCKs.E067	Peaks in long LOCKs.E052	Peaks in long LOCKs.E042	Peaks in long LOCKs.E066	Peaks in long LOCKs.E113	Peaks in long LOCKs.E099	Peaks in long LOCKs.E053	Peaks in long LOCKs.E096	Peaks in long LOCKs.E083	Peaks in long LOCKs.E056	Peaks in long LOCKs.E045	Peaks in long LOCKs.E049	Peaks in long LOCKs.E009	Peaks in long LOCKs.E126	Peaks in long LOCKs.E120	Peaks in long LOCKs.E087	Peaks in long LOCKs.E026	Peaks in long LOCKs.E005	Peaks in long LOCKs.E068	Peaks in long LOCKs.E076	Peaks in long LOCKs.E035	Peaks in long LOCKs.E086	Peaks in long LOCKs.E028	Peaks in long LOCKs.E011	Peaks in long LOCKs.E033	Peaks in long LOCKs.E040	Peaks in long LOCKs.E097	Peaks in long LOCKs.E004	Peaks in long LOCKs.E038	Peaks in long LOCKs.E048	Peaks in long LOCKs.E116	Peaks in long LOCKs.E037	Peaks in long LOCKs.E094	Peaks in long LOCKs.E104	Peaks in short LOCKs.E057	Peaks in short LOCKs.E061	Peaks in short LOCKs.E070	Peaks in short LOCKs.E058	Peaks in short LOCKs.E012	Peaks in short LOCKs.E055	Peaks in short LOCKs.E124	Peaks in short LOCKs.E029	Peaks in short LOCKs.E112	Peaks in short LOCKs.E093	Peaks in short LOCKs.E065	Peaks in short LOCKs.E031	Peaks in short LOCKs.E098	Peaks in short LOCKs.E007	Peaks in short LOCKs.E075	Peaks in short LOCKs.E090	Peaks in short LOCKs.E107	Peaks in short LOCKs.E089	Peaks in short LOCKs.E051	Peaks in short LOCKs.E108	Peaks in short LOCKs.E036	Peaks in short LOCKs.E050	Peaks in short LOCKs.E091	Peaks in short LOCKs.E078	Peaks in short LOCKs.E092	Peaks in short LOCKs.E103	Peaks in short LOCKs.E063	Peaks in short LOCKs.E059	Peaks in short LOCKs.E109	Peaks in short LOCKs.E077	Peaks in short LOCKs.E084	Peaks in short LOCKs.E030	Peaks in short LOCKs.E080	Peaks in short LOCKs.E085	Peaks in short LOCKs.E111	Peaks in short LOCKs.E027	Peaks in short LOCKs.E100	Peaks in short LOCKs.E034	Peaks in short LOCKs.E071	Peaks in short LOCKs.E106	Peaks in short LOCKs.E043	Peaks in short LOCKs.E101	Peaks in short LOCKs.E088	Peaks in short LOCKs.E073	Peaks in short LOCKs.E095	Peaks in short LOCKs.E105	Peaks in short LOCKs.E041	Peaks in short LOCKs.E072	Peaks in short LOCKs.E102	Peaks in short LOCKs.E125	Peaks in short LOCKs.E017	Peaks in short LOCKs.E129	Peaks in short LOCKs.E047	Peaks in short LOCKs.E044	Peaks in short LOCKs.E069	Peaks in short LOCKs.E013	Peaks in short LOCKs.E025	Peaks in short LOCKs.E032	Peaks in short LOCKs.E039	Peaks in short LOCKs.E110	Peaks in short LOCKs.E062	Peaks in short LOCKs.E046	Peaks in short LOCKs.E006	Peaks in short LOCKs.E079	Peaks in short LOCKs.E082	Peaks in short LOCKs.E081	Peaks in short LOCKs.E128	Peaks in short LOCKs.E127	Peaks in short LOCKs.E054	Peaks in short LOCKs.E023	Peaks in short LOCKs.E119	Peaks in short LOCKs.E074	Peaks in short LOCKs.E010	Peaks in short LOCKs.E121	Peaks in short LOCKs.E122	Peaks in short LOCKs.E067	Peaks in short LOCKs.E052	Peaks in short LOCKs.E042	Peaks in short LOCKs.E066	Peaks in short LOCKs.E113	Peaks in short LOCKs.E099	Peaks in short LOCKs.E053	Peaks in short LOCKs.E096	Peaks in short LOCKs.E083	Peaks in short LOCKs.E056	Peaks in short LOCKs.E045	Peaks in short LOCKs.E049	Peaks in short LOCKs.E009	Peaks in short LOCKs.E126	Peaks in short LOCKs.E120	Peaks in short LOCKs.E087	Peaks in short LOCKs.E026	Peaks in short LOCKs.E005	Peaks in short LOCKs.E068	Peaks in short LOCKs.E076	Peaks in short LOCKs.E035	Peaks in short LOCKs.E086	Peaks in short LOCKs.E028	Peaks in short LOCKs.E011	Peaks in short LOCKs.E033	Peaks in short LOCKs.E040	Peaks in short LOCKs.E097	Peaks in short LOCKs.E004	Peaks in short LOCKs.E038	Peaks in short LOCKs.E048	Peaks in short LOCKs.E116	Peaks in short LOCKs.E037	Peaks in short LOCKs.E094	Peaks in short LOCKs.E104
UCSC CpG islands	322.005185347452	322.005185347452	322.005185347452	322.005185347452	119.271608703423	222.932981617269	160.111160804638	109.207894874361	28.777786432738	38.8330549015912	38.2098688089133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.0685438064432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.5595546274335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.30965162945695	NA	NA	100.610676718288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127.234225074414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.99287603440083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.07690711847817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.31007548686181	NA	NA	NA	NA	NA	NA	NA	20.689849647206	NA	NA	NA	NA	NA	NA	NA	3.65457190589535	NA	NA	NA	NA	NA	NA	NA	101.864352026809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.5087161415382	4.32000931675659	NA	NA	NA	NA	NA	NA	NA	29.1547096887898	33.3139921760357	2.51334425580177	17.2562191307437	NA	16.395681003904	2.2381339740867	NA	NA	221.848294068346	66.3360140063434	33.2679140595203	NA	21.903617782307	25.0787033263492	20.0270964754823	NA	15.3017163157016	45.4889152221779	NA	1.42235361769864	28.1372621858288	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	281.024775091217	299.497571377229	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	261.35257726841	322.005185347452	315.799424920145	322.005185347452	286.301422448031	286.562013684345	294.378983791138	215.010201314252	270.56865714352	238.54985029276	202.393119184169	218.311273856104	221.052643352214	189.470671954015	265.365342616801	224.570435029309	217.724769542945	205.047151421857	264.71582418201	187.161546052782	233.396655735598	221.015847458286	260.893262647492	182.015656374938	180.132886681282	263.640958875984	265.223039317894	189.875676300333	244.492707292157	148.896997459767	133.601733489266	167.275287814013	142.815562879551	168.847850815537	175.029707277839	100.812776451297	128.25018377047	127.698000841051	182.089001410424	113.560643485716	97.0472473097697	104.087558225571	133.36949434068	131.887986763023	79.6733376940926	108.073470064074	87.6256438721612	30.6411226250063	49.238795909333	32.3752693668243	60.1851694850295	27.6138293548724	58.8493868372476	40.1683373714112	29.09757758931	19.2764378924116	8.42267681449466	11.6520888616592	6.51261263287122	3.20092165559097	1.33613647491924
CGI_promoters	322.005185347452	322.005185347452	322.005185347452	322.005185347452	185.793624466481	314.569495599834	153.474545086487	154.972742191214	96.9844271475052	72.740709570592	59.8039679461063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98583311762498	NA	58.2535402544241	NA	NA	NA	NA	NA	NA	NA	2.62855115873508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92.7387894443091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.6759784837061	NA	NA	190.926123204466	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.9113792000122	NA	NA	10.1737359822051	2.13658224649288	NA	3.36610315919843	NA	NA	NA	NA	6.16155823532575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.2155134037371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.0582584086904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6077177054589	NA	NA	NA	NA	NA	NA	NA	NA	7.07092801124466	6.66084907861329	NA	1.79732270520272	NA	1.9688070371261	NA	NA	NA	163.862378405212	37.5655508766846	32.0086311198051	NA	21.5462276257006	30.4365503391059	24.4362343490092	NA	17.7469605098368	34.8105047181076	NA	NA	15.4507849248541	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	295.257440110932	322.005185347452	322.005185347452	311.813142283872	322.005185347452	296.377089623824	283.795842156922	306.180574046559	293.439410478595	306.318029744426	302.761238714883	250.297946230726	272.75691950058	281.403548928833	225.115685480465	271.138253632415	206.544595899348	231.201560542835	267.088625128647	227.296009545319	213.504180251898	227.98309582251	222.882331874046	201.76011917233	226.374155100507	204.155248749867	204.195633750089	196.903121091189	208.731672857874	211.339432367792	182.279017511619	200.259781686938	185.186028527709	195.708033179531	177.629529086127	203.022634568075	170.651758477479	132.10558817522	175.800998094572	160.444756802036	154.616016329034	131.514647599318	118.891715635858	104.131078965972	118.107957456769	162.355224675066	133.195150426085	82.5991436279321	99.4936899271802	92.0757546890455	120.270416794612	73.6498379085431	88.6942740646004	81.6268044770582	52.8667949243613	73.3657608391657	43.6540532643158	55.8754675896937	51.7068658959228	30.4876895024246	36.6522141767278	26.5880977818109	14.3526133026322	9.33117828218681	4.45437424049825	6.57698549701872	1.87490441412139	1.52750343130024
cistrome_epigenome metastatic prostate cancer tissue H3K4me3	322.005185347452	322.005185347452	322.005185347452	322.005185347452	287.975596098463	186.212022347282	293.151748498534	272.723059640934	141.473933722682	121.554630003108	68.5064783277796	6.89983473113448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.77653615083713	NA	27.3643147271676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	119.681528858541	2.87389749429865	NA	NA	NA	NA	NA	NA	NA	NA	6.01916138169171	NA	NA	NA	NA	NA	NA	9.76383881518677	NA	NA	93.7512036215486	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.2204916625964	NA	NA	NA	26.0858981347425	1.37084131467511	11.8509030622716	NA	NA	NA	NA	7.78323509396646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.4779433582813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.7207936017052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.02061889235202	NA	NA	NA	NA	NA	NA	NA	NA	9.81118646206106	7.25077661742856	NA	NA	NA	NA	NA	NA	NA	243.797444018215	82.0639546365802	53.5705691861994	NA	17.0498398066575	21.5066683078146	12.0049325239168	NA	4.6938183443098	45.0152976259325	NA	NA	40.7013996226638	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	297.782083736783	288.272517798951	264.561326574317	322.005185347452	322.005185347452	290.368600866425	296.041674614171	275.942579975754	322.005185347452	322.005185347452	251.503805121288	296.647229079493	322.005185347452	235.088611525259	299.670848688557	247.656850770415	247.968534301321	187.244170591776	182.676877781425	212.94915957393	211.292283373036	204.751136421389	236.542271219141	235.70457730561	185.513913772734	189.087205840197	195.288359342169	180.59651102453	222.397139804664	202.588015098088	169.031877684957	154.13163720178	169.506609833197	137.266886888848	189.288085812364	95.5843512924195	167.072886329951	127.372537588214	161.259528428732	146.615587073458	140.659781185566	102.878378363326	101.886804584095	82.5365955556017	97.3385552667494	71.6919045004332	132.271929217536	69.3438846740882	44.1801556231726	51.9230754228804	65.7563891767433	45.4765984789189	40.6455367451143	24.7543385489848	14.9290328917339	8.69352188016495	3.44454906398932	4.39116008815177	2.6932504978222	NA
cistrome_epigenome VCaP H3K4me3	322.005185347452	322.005185347452	322.005185347452	322.005185347452	294.332197074163	196.605919535728	284.359377608122	262.922536831054	156.656598097959	121.073125878227	47.0565570704337	2.60201945154358	1.58815890794812	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0252733711895	NA	34.8491865185221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	119.477546822173	3.45246396504569	NA	NA	NA	NA	NA	NA	NA	NA	2.10793856878656	NA	NA	NA	NA	NA	NA	6.06604178329525	NA	NA	107.039197013242	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.93753704788389	NA	NA	NA	20.9394398423047	NA	6.03071775354616	NA	NA	NA	NA	6.06056309115853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.7078803982581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.37156532003134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.9018573803416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.25720707183581	NA	NA	NA	NA	NA	NA	NA	NA	18.828346133663	10.3449555014033	NA	NA	NA	NA	NA	NA	NA	277.578285300061	113.013858522269	57.6379821158568	NA	20.8309753696018	16.4259471281625	7.41335404304047	NA	6.14939003471702	37.6278518431582	NA	NA	35.8803872761898	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	315.596376498313	300.866801304786	322.005185347452	322.005185347452	322.005185347452	304.780756519124	264.917405978202	274.584107330333	322.005185347452	272.331941904006	247.670128296276	310.921213831488	270.56865714352	281.601804541808	279.612252715572	267.15729359285	258.047689559603	269.644932613271	262.240197589754	213.604234343194	257.289990299895	245.165368574396	180.414281139483	216.324022766395	189.325169949288	221.648796883499	196.378048241505	229.890027633011	235.028239645859	151.147314281125	161.659343124981	157.273299867894	161.835577718047	189.17636117404	186.438991058658	154.894134990617	152.521975250469	173.815470312362	129.524073501132	199.859081314561	112.938947512191	128.742012451296	106.710619177783	161.342142894116	134.380699609987	145.085651846451	94.7936131733022	100.353441721357	98.7313682239151	93.3309100797442	77.1246561484183	133.756175037707	88.4084286120445	50.7747659428854	53.2323423973546	52.8510751283509	41.9202802882365	30.4239665732786	22.9980350279761	16.2500772883906	8.48186833172041	6.94280111244657	7.40897828029003	2.29122833938571	2.35168989680503
ChIP NHEK EZH2_(39875)	NA	NA	NA	NA	45.5653964534967	NA	14.5452238416716	5.49651364886107	1.36294042032523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	107.241565662562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.63476573343906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.40089255257059	NA	NA	2.36616260928455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.1852054512347	NA	NA	NA	NA	NA	NA	NA	40.3693043648048	NA	NA	NA	NA	NA	NA	NA	3.80299401021384	NA	NA	NA	NA	NA	NA	NA	80.9399076889487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.0033258358259	2.41789200755335	NA	NA	NA	NA	NA	NA	NA	37.7122582974997	14.1296861766877	3.0621217408836	12.7941656022482	NA	8.54741939664848	NA	NA	116.190452187221	241.498351499586	155.788242375799	112.579700315206	NA	134.434937194723	24.4461569620663	27.9881428909588	14.4896570703809	25.3491909791786	26.1574000898457	NA	1.60192117184784	7.10127555521865	322.005185347452	322.005185347452	322.005185347452	322.005185347452	291.317793322418	317.816872902291	322.005185347452	283.062309305888	322.005185347452	275.190048680985	229.550671845238	322.005185347452	322.005185347452	322.005185347452	282.833141086543	255.548735083185	199.890986823503	127.766028300911	218.41478087597	191.871661287474	310.451873573777	304.8864481898	226.259235284492	143.417163789703	234.281746923006	250.76225169075	192.651118497523	210.656492017316	188.546715828657	229.281629601121	287.369477890333	284.756182811314	167.973940096661	231.853239143255	175.425050289276	254.233222661816	242.173578688784	243.039035775393	164.313130621632	122.786392958292	190.238065652323	132.506763059169	200.099938699529	122.557726910723	102.210661142085	140.567545313066	106.323454716547	99.0032565117465	234.112383115574	128.478419625214	137.334370174178	107.637745850681	209.851439053773	142.039924210059	162.074755455799	187.575070587975	203.608481870735	129.046014808479	109.027643061854	133.034024646104	150.27168126469	164.944128525911	163.618568442002	98.7329342890014	141.565910644007	92.8653620441619	135.019299544279	132.66308415126	136.561386878976	117.699188583967	256.892392232253	61.2725119661063	116.409105297708	67.6714897038247	103.824494531941	72.0171691284528	139.682654705155	74.0847508983561	107.568944493934	86.8856643130835	109.695743540857	37.7453105851122	71.8627226826037	91.6690448680664	32.8973748871726	13.0272970250676	29.6790251415975	16.5613995871808	19.4863148794902	12.5955032767692	4.30968347146257	11.5619448993077	6.18547836835985	7.91575356419117	NA
ESC_poised_promoters	65.2806422094719	38.9116185606447	NA	NA	121.002306802112	9.88195713616348	41.442475032612	39.4814821499417	57.7313317097301	24.3740715171833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3561156499054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56851117628612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.436246932746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.89043276989359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.26482077559593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.13698834747063	NA	NA	NA	NA	NA	NA	NA	NA	6.74410698395904	5.37797105255321	NA	1.97510611249524	NA	2.51643194125831	NA	NA	44.5951233768484	270.622830909933	223.969218443528	138.815040496608	NA	103.649724670193	32.7351569608337	36.0419331515286	4.32663691777069	27.5586181800857	28.0391565809854	NA	NA	12.6096511343542	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	322.005185347452	276.848294521189	228.721817950588	317.767745922883	257.032633924772	311.246653312791	300.648333569585	278.804824250341	246.03723817502	296.607232966703	260.744211302511	218.377703106204	234.323470344649	245.342427394305	289.308350873325	216.004040716889	288.138871655059	171.367298490166	217.365365177942	248.384938789536	252.363052898016	233.995200027036	227.507466722804	149.739367256441	159.13993648859	229.938309809615	205.486963681155	219.900446883198	132.001110774526	137.960284586273	227.667171520203	146.54888359544	140.165188741378	200.084780649126	171.266561152228	256.320698624482	195.701756939656	174.710090202698	173.552750619788	177.075663363806	161.389178158174	159.065394818444	152.862606379322	152.893856132717	120.586509663119	136.469851810126	130.233975052526	151.649428913071	121.066195695198	97.7220990340873	168.785082428607	144.524903816449	143.632093622879	111.793777867919	85.3349979283755	189.858280300365	77.2196428806077	127.778061733491	99.6798802651308	72.4805155094404	86.6291924287458	78.9955732579419	97.3702926790969	94.1807092018911	70.0573178574085	82.3479008030089	41.0977064556324	76.7589645275965	58.0337347888357	50.9904517167584	45.7260841043232	25.4406974130807	29.1671048628044	31.8211783659566	8.45449669239561	7.24987204725088	6.96606310493274	4.93321581979387	NA	NA
